time,Position,Velocity,Altitude
0, 4.5, 90, 1156.1
0.05, 9.14725, 90, 1193.95
0.1, 13.8807, 90, 1224.43
0.15, 18.711, 90, 1253.57
0.2, 23.5787, 90, 1278.21
0.25, 28.5388, 90, 1303.15
0.3, 33.5279, 90, 1325.49
0.35, 38.553, 90, 1346.25
0.4, 43.5825, 90, 1364.74
0.45, 48.6621, 90, 1382.89
0.5, 53.7738, 90, 1400.27
0.55, 58.9161, 90, 1417
0.6, 64.0628, 90, 1432.56
0.65, 69.214, 90, 1447.12
0.7, 74.4438, 90, 1462.38
0.75, 79.6842, 90, 1476.93
0.8, 84.9534, 90, 1491.18
0.85, 90.26, 90, 1505.34
0.9, 95.5441, 90, 1518.42
0.95, 100.87, 90, 1531.55
1, 106.184, 90, 1543.91
1.05, 111.546, 90, 1556.44
1.1, 116.894, 90, 1568.27
1.15, 122.289, 90, 1580.29
1.2, 127.677, 90, 1591.75
1.25, 133.044, 90, 1602.56
1.3, 138.454, 90, 1613.53
1.35, 143.874, 90, 1624.26
1.4, 149.335, 90, 1635.11
1.45, 154.776, 90, 1645.4
1.5, 160.248, 90, 1655.74
1.55, 165.717, 90, 1665.75
1.6, 171.222, 90, 1675.85
1.65, 176.712, 90, 1685.55
1.7, 182.225, 90, 1695.2
1.75, 187.742, 90, 1704.67
1.8, 193.302, 90, 1714.3
1.85, 198.824, 90, 1723.36
1.9, 204.391, 90, 1732.6
1.95, 209.947, 90, 1741.56
2, 215.478, 90, 1750.11
2.05, 221.084, 90, 1759.09
2.1, 226.675, 90, 1767.78
2.15, 232.284, 90, 1776.42
2.2, 237.866, 90, 1784.7
2.25, 243.492, 90, 1793.15
2.3, 249.08, 90, 1801.16
2.35, 254.708, 90, 1809.32
2.4, 260.36, 90, 1817.51
2.45, 265.975, 90, 1825.29
2.5, 271.631, 90, 1833.22
2.55, 277.253, 90, 1840.8
2.6, 282.901, 90, 1848.42
2.65, 288.564, 90, 1856.01
2.7, 294.23, 90, 1863.52
2.75, 299.923, 90, 1871.07
2.8, 305.616, 90, 1878.51
2.85, 311.334, 90, 1886
2.9, 317.034, 90, 1893.27
2.95, 322.747, 90, 1900.51
3, 328.488, 90, 1907.82
3.05, 334.212, 90, 1914.93
3.1, 339.928, 90, 1921.9
3.15, 345.6, 90, 1928.53
3.2, 351.347, 90, 1935.48
3.25, 357.067, 90, 1942.21
3.3, 362.795, 90, 1948.88
3.35, 368.555, 90, 1955.65
3.4, 374.341, 90, 1962.48
3.45, 380.116, 90, 1969.17
3.5, 385.912, 90, 1975.88
3.55, 391.654, 90, 1982.23
3.6, 397.415, 90, 1988.62
3.65, 403.214, 90, 1995.12
3.7, 409.019, 90, 2001.58
3.75, 414.828, 90, 2007.98
3.8, 420.582, 90, 2014.05
3.85, 426.327, 90, 2020.01
3.9, 432.116, 90, 2026.12
3.95, 437.919, 90, 2032.23
4, 443.687, 90, 2038.12
4.05, 449.503, 90, 2044.16
4.1, 455.35, 90, 2050.29
4.15, 461.221, 90, 2056.46
4.2, 467.041, 90, 2062.35
4.25, 472.832, 90, 2068.05
4.3, 478.632, 90, 2073.73
4.35, 484.507, 90, 2079.69
4.4, 490.281, 90, 2085.16
4.45, 496.147, 90, 2090.97
4.5, 502.024, 90, 2096.77
4.55, 507.858, 90, 2102.34
4.6, 513.714, 90, 2107.96
4.65, 519.536, 90, 2113.38
4.7, 525.337, 90, 2118.67
4.75, 531.194, 90, 2124.15
4.8, 537.045, 90, 2129.55
4.85, 542.918, 90, 2134.99
4.9, 548.773, 90, 2140.32
4.95, 554.677, 90, 2145.8
5, 560.493, 90, 2150.89
5.05, 566.34, 90, 2156.06
5.1, 572.19, 90, 2161.2
5.15, 578.092, 90, 2166.49
5.2, 583.932, 90, 2171.52
5.25, 589.757, 90, 2176.44
5.3, 595.606, 90, 2181.42
5.35, 601.488, 90, 2186.49
5.4, 607.355, 90, 2191.45
5.45, 613.201, 90, 2196.31
5.5, 619.051, 90, 2201.14
5.55, 624.968, 90, 2206.19
5.6, 630.883, 90, 2211.18
5.65, 636.76, 90, 2216.01
5.7, 642.672, 90, 2220.92
5.75, 648.545, 90, 2225.67
5.8, 654.448, 90, 2230.48
5.85, 660.304, 90, 2235.1
5.9, 666.189, 90, 2239.79
5.95, 672.137, 90, 2244.66
6, 678.036, 90, 2249.33
6.05, 683.994, 90, 2254.17
6.1, 689.934, 90, 2258.91
6.15, 695.769, 90, 2263.28
6.2, 701.639, 90, 2267.74
6.25, 707.586, 90, 2272.42
6.3, 713.523, 90, 2277.03
6.35, 719.451, 90, 2281.59
6.4, 725.328, 90, 2285.96
6.45, 731.196, 90, 2290.27
6.5, 737.06, 90, 2294.54
6.55, 742.965, 90, 2298.91
6.6, 748.861, 90, 2303.23
6.65, 754.766, 90, 2307.55
6.7, 760.647, 90, 2311.78
6.75, 766.505, 90, 2315.91
6.8, 772.43, 90, 2320.21
6.85, 778.375, 90, 2324.55
6.9, 784.219, 90, 2328.57
6.95, 790.175, 90, 2332.89
7, 796.09, 90, 2337.07
7.05, 801.954, 90, 2341.07
7.1, 807.901, 90, 2345.3
7.15, 813.804, 90, 2349.37
7.2, 819.75, 90, 2353.54
7.25, 825.711, 90, 2357.74
7.3, 831.59, 90, 2361.68
7.35, 837.492, 90, 2365.66
7.4, 843.453, 90, 2369.78
7.45, 849.315, 90, 2373.61
7.5, 855.182, 90, 2377.43
7.55, 861.063, 90, 2381.27
7.6, 866.994, 90, 2385.23
7.65, 872.856, 90, 2388.98
7.7, 878.779, 90, 2392.87
7.75, 884.709, 90, 2396.76
7.8, 890.73, 90, 2400.88
7.85, 896.633, 90, 2404.67
7.9, 902.546, 90, 2408.45
7.95, 908.503, 90, 2412.34
8, 914.367, 90, 2415.97
8.05, 920.311, 90, 2419.78
8.1, 926.224, 90, 2423.5
8.15, 932.112, 90, 2427.13
8.2, 938.01, 90, 2430.77
8.25, 943.868, 90, 2434.29
8.3, 949.776, 90, 2437.92
8.35, 955.745, 90, 2441.69
8.4, 961.676, 90, 2445.34
8.45, 967.641, 90, 2449.07
8.5, 973.535, 90, 2452.6
8.55, 979.426, 90, 2456.1
8.6, 985.328, 90, 2459.62
8.65, 991.25, 90, 2463.17
8.7, 997.178, 90, 2466.72
8.75, 1003.08, 90, 2470.19
8.8, 1009.05, 90, 2473.8
8.85, 1014.91, 90, 2477.15
8.9, 1020.8, 90, 2480.53
8.95, 1026.75, 90, 2484.05
9, 1032.6, 90, 2487.33
9.05, 1038.66, 90, 2491.08
9.1, 1044.61, 90, 2494.57
9.15, 1050.53, 90, 2497.96
9.2, 1056.5, 90, 2501.45
9.25, 1062.36, 90, 2504.67
9.3, 1068.34, 90, 2508.14
9.35, 1074.2, 90, 2511.35
9.4, 1080.08, 90, 2514.58
9.45, 1086.04, 90, 2517.98
9.5, 1091.92, 90, 2521.17
9.55, 1097.78, 90, 2524.31
9.6, 1103.73, 90, 2527.65
9.65, 1109.55, 90, 2530.67
9.7, 1115.43, 90, 2533.81
9.75, 1121.28, 90, 2536.89
9.8, 1127.14, 90, 2539.97
9.85, 1133.09, 90, 2543.24
9.9, 1138.96, 90, 2546.29
9.95, 1144.9, 90, 2549.53
10, 1150.76, 90, 2552.55
10.05, 1156.7, 90, 2555.74
10.1, 1162.55, 90, 2558.72
10.15, 1168.41, 90, 2561.71
10.2, 1174.36, 90, 2564.89
10.25, 1180.26, 90, 2567.97
10.3, 1186.15, 90, 2570.97
10.35, 1192.15, 90, 2574.24
10.4, 1197.99, 90, 2577.13
10.45, 1203.85, 90, 2580.06
10.5, 1209.75, 90, 2583.05
10.55, 1215.63, 90, 2586
10.6, 1221.51, 90, 2588.94
10.65, 1227.43, 90, 2591.94
10.7, 1233.35, 90, 2594.95
10.75, 1239.21, 90, 2597.8
10.8, 1245.15, 90, 2600.83
10.85, 1251.07, 90, 2603.79
10.9, 1257.02, 90, 2606.82
10.95, 1262.93, 90, 2609.73
11, 1268.84, 90, 2612.66
11.05, 1274.78, 90, 2615.62
11.1, 1280.66, 90, 2618.45
11.15, 1286.54, 90, 2621.26
11.2, 1292.38, 90, 2623.99
11.25, 1298.19, 90, 2626.66
11.3, 1304.05, 90, 2629.4
11.35, 1309.85, 90, 2632.03
11.4, 1315.79, 90, 2634.91
11.45, 1321.71, 90, 2637.76
11.5, 1327.68, 90, 2640.69
11.55, 1333.53, 90, 2643.39
11.6, 1339.42, 90, 2646.13
11.65, 1345.25, 90, 2648.77
11.7, 1351.21, 90, 2651.64
11.75, 1357.09, 90, 2654.34
11.8, 1362.98, 90, 2657.07
11.85, 1368.78, 90, 2659.59
11.9, 1374.74, 90, 2662.44
11.95, 1380.57, 90, 2665.02
12, 1386.51, 90, 2667.79
12.05, 1392.38, 90, 2670.42
12.1, 1398.23, 90, 2673.02
12.15, 1404.06, 90, 2675.57
12.2, 1409.94, 90, 2678.19
12.25, 1415.86, 90, 2680.9
12.3, 1421.85, 90, 2683.71
12.35, 1427.72, 90, 2686.3
12.4, 1433.53, 90, 2688.77
12.45, 1439.27, 90, 2691.08
12.5, 1445.22, 90, 2693.79
12.55, 1451.2, 90, 2696.56
12.6, 1457.13, 90, 2699.22
12.65, 1463.01, 90, 2701.76
12.7, 1468.81, 90, 2704.17
12.75, 1474.65, 90, 2706.64
12.8, 1480.54, 90, 2709.18
12.85, 1486.32, 90, 2711.52
12.9, 1492.2, 90, 2714.05
12.95, 1498.05, 90, 2716.51
13, 1503.84, 90, 2718.84
13.05, 1509.8, 90, 2721.48
13.1, 1515.55, 90, 2723.73
13.15, 1521.37, 90, 2726.1
13.2, 1527.19, 90, 2728.47
13.25, 1533, 90, 2730.82
13.3, 1538.85, 90, 2733.23
13.35, 1544.66, 90, 2735.54
13.4, 1550.41, 90, 2737.77
13.45, 1556.21, 90, 2740.05
13.5, 1562.05, 90, 2742.42
13.55, 1567.9, 90, 2744.78
13.6, 1573.74, 90, 2747.13
13.65, 1579.61, 90, 2749.53
13.7, 1585.38, 90, 2751.73
13.75, 1591.27, 90, 2754.14
13.8, 1597.12, 90, 2756.48
13.85, 1602.97, 90, 2758.81
13.9, 1608.76, 90, 2761.03
13.95, 1614.55, 90, 2763.24
14, 1620.36, 90, 2765.48
14.05, 1626.13, 90, 2767.65
14.1, 1631.91, 90, 2769.83
14.15, 1637.74, 90, 2772.09
14.2, 1643.51, 90, 2774.24
14.25, 1649.32, 90, 2776.45
14.3, 1655.18, 90, 2778.74
14.35, 1661.14, 90, 2781.19
14.4, 1667.02, 90, 2783.5
14.45, 1672.92, 90, 2785.84
14.5, 1678.65, 90, 2787.88
14.55, 1684.42, 90, 2789.99
14.6, 1690.14, 90, 2792.02
14.65, 1695.96, 90, 2794.2
14.7, 1701.69, 90, 2796.22
14.75, 1707.57, 90, 2798.5
14.8, 1713.3, 90, 2800.5
14.85, 1719.18, 90, 2802.76
14.9, 1725.03, 90, 2804.96
14.95, 1730.87, 90, 2807.15
15, 1736.57, 90, 2809.09
15.05, 1742.44, 90, 2811.31
15.1, 1748.29, 90, 2813.49
15.15, 1754.01, 90, 2815.45
15.2, 1759.79, 90, 2817.5
15.25, 1765.59, 90, 2819.59
15.3, 1771.3, 90, 2821.52
15.35, 1776.97, 90, 2823.38
15.4, 1782.7, 90, 2825.34
15.45, 1788.5, 90, 2827.39
15.5, 1794.26, 90, 2829.39
15.55, 1799.99, 90, 2831.33
15.6, 1805.82, 90, 2833.41
15.65, 1811.63, 90, 2835.47
15.7, 1817.38, 90, 2837.43
15.75, 1823.05, 90, 2839.25
15.8, 1828.81, 90, 2841.21
15.85, 1834.5, 90, 2843.07
15.9, 1840.25, 90, 2845
15.95, 1846.07, 90, 2847.04
16, 1851.86, 90, 2849.03
16.05, 1857.64, 90, 2851
16.1, 1863.44, 90, 2852.99
16.15, 1869.24, 90, 2854.98
16.2, 1874.98, 90, 2856.89
16.25, 1880.73, 90, 2858.79
16.3, 1886.44, 90, 2860.63
16.35, 1892.29, 90, 2862.68
16.4, 1898.03, 90, 2864.54
16.45, 1903.8, 90, 2866.46
16.5, 1909.58, 90, 2868.4
16.55, 1915.34, 90, 2870.28
16.6, 1921.14, 90, 2872.23
16.65, 1927.08, 90, 2874.39
16.7, 1932.94, 90, 2876.41
16.75, 1938.59, 90, 2878.13
16.8, 1944.29, 90, 2879.91
16.85, 1950.04, 90, 2881.76
16.9, 1955.75, 90, 2883.55
16.95, 1961.5, 90, 2885.39
17, 1967.21, 90, 2887.17
17.05, 1972.97, 90, 2889.02
17.1, 1978.69, 90, 2890.81
17.15, 1984.39, 90, 2892.56
17.2, 1990.21, 90, 2894.48
17.25, 1996.04, 90, 2896.42
17.3, 2001.73, 90, 2898.14
17.35, 2007.51, 90, 2900
17.4, 2013.22, 90, 2901.75
17.45, 2018.95, 90, 2903.51
17.5, 2024.63, 90, 2905.22
17.55, 2030.38, 90, 2907.01
17.6, 2036.03, 90, 2908.65
17.65, 2041.82, 90, 2910.49
17.7, 2047.58, 90, 2912.29
17.75, 2053.35, 90, 2914.09
17.8, 2059.08, 90, 2915.85
17.85, 2064.74, 90, 2917.49
17.9, 2070.44, 90, 2919.18
17.95, 2076.29, 90, 2921.08
18, 2082.06, 90, 2922.87
18.05, 2087.76, 90, 2924.55
18.1, 2093.53, 90, 2926.33
18.15, 2099.18, 90, 2927.95
18.2, 2104.9, 90, 2929.65
18.25, 2110.55, 90, 2931.25
18.3, 2116.28, 90, 2932.96
18.35, 2121.95, 90, 2934.58
18.4, 2127.49, 90, 2936.01
18.45, 2133.18, 90, 2937.66
18.5, 2138.96, 90, 2939.42
18.55, 2144.78, 90, 2941.23
18.6, 2150.35, 90, 2942.7
18.65, 2155.95, 90, 2944.21
18.7, 2161.63, 90, 2945.81
18.75, 2167.29, 90, 2947.4
18.8, 2173.03, 90, 2949.09
18.85, 2178.71, 90, 2950.69
18.9, 2184.62, 90, 2952.6
18.95, 2190.17, 90, 2954.02
19, 2195.82, 90, 2955.57
19.05, 2201.64, 90, 2957.35
19.1, 2207.33, 90, 2958.95
19.15, 2212.87, 90, 2960.34
19.2, 2218.52, 90, 2961.88
19.25, 2224.26, 90, 2963.53
19.3, 2229.9, 90, 2965.05
19.35, 2235.54, 90, 2966.56
19.4, 2241.29, 90, 2968.23
19.45, 2246.87, 90, 2969.65
19.5, 2252.7, 90, 2971.41
19.55, 2258.34, 90, 2972.91
19.6, 2264.05, 90, 2974.51
19.65, 2269.66, 90, 2975.97
19.7, 2275.29, 90, 2977.45
19.75, 2280.98, 90, 2979
19.8, 2286.64, 90, 2980.51
19.85, 2292.33, 90, 2982.06
19.9, 2297.98, 90, 2983.56
19.95, 2303.72, 90, 2985.18
20, 2309.51, 90, 2986.84
20.05, 2315.16, 90, 2988.33
20.1, 2320.95, 90, 2990
20.15, 2326.55, 90, 2991.42
20.2, 2332.08, 90, 2992.74
20.25, 2337.73, 90, 2994.21
20.3, 2343.4, 90, 2995.71
20.35, 2349.1, 90, 2997.25
20.4, 2354.88, 90, 2998.88
20.45, 2360.58, 90, 3000.4
20.5, 2366.14, 90, 3001.76
20.55, 2371.83, 90, 3003.27
20.6, 2377.43, 90, 3004.67
20.65, 2383.21, 90, 3006.28
20.7, 2388.82, 90, 3007.67
20.75, 2394.55, 90, 3009.23
20.8, 2400.22, 90, 3010.7
20.85, 2405.94, 90, 3012.23
20.9, 2411.66, 90, 3013.76
20.95, 2417.42, 90, 3015.33
21, 2423.17, 90, 3016.88
21.05, 2428.82, 90, 3018.32
21.1, 2434.46, 90, 3019.74
21.15, 2440.09, 90, 3021.13
21.2, 2445.71, 90, 3022.53
21.25, 2451.33, 90, 3023.91
21.3, 2457.05, 90, 3025.41
21.35, 2462.79, 90, 3026.95
21.4, 2468.39, 90, 3028.29
21.45, 2474.12, 90, 3029.81
21.5, 2479.82, 90, 3031.27
21.55, 2485.4, 90, 3032.59
21.6, 2491.07, 90, 3034.02
21.65, 2496.72, 90, 3035.42
21.7, 2502.28, 90, 3036.71
21.75, 2507.91, 90, 3038.08
21.8, 2513.41, 90, 3039.3
21.85, 2519.08, 90, 3040.7
21.9, 2524.68, 90, 3042.04
21.95, 2530.2, 90, 3043.26
22, 2535.86, 90, 3044.66
22.05, 2541.43, 90, 3045.94
22.1, 2547.12, 90, 3047.37
22.15, 2552.66, 90, 3048.61
22.2, 2558.26, 90, 3049.93
22.25, 2564.05, 90, 3051.46
22.3, 2569.76, 90, 3052.91
22.35, 2575.28, 90, 3054.11
22.4, 2580.9, 90, 3055.44
22.45, 2586.39, 90, 3056.61
22.5, 2591.87, 90, 3057.77
22.55, 2597.57, 90, 3059.19
22.6, 2603.15, 90, 3060.47
22.65, 2608.6, 90, 3061.58
22.7, 2614.18, 90, 3062.84
22.75, 2619.94, 90, 3064.33
22.8, 2625.55, 90, 3065.62
22.85, 2631.15, 90, 3066.9
22.9, 2636.72, 90, 3068.15
22.95, 2642.39, 90, 3069.51
23, 2648.02, 90, 3070.82
23.05, 2653.53, 90, 3072
23.1, 2659.17, 90, 3073.31
23.15, 2664.69, 90, 3074.49
23.2, 2670.33, 90, 3075.81
23.25, 2675.87, 90, 3077
23.3, 2681.64, 90, 3078.47
23.35, 2687.18, 90, 3079.66
23.4, 2692.66, 90, 3080.79
23.45, 2698.33, 90, 3082.12
23.5, 2703.98, 90, 3083.44
23.55, 2709.49, 90, 3084.58
23.6, 2715.05, 90, 3085.79
23.65, 2720.65, 90, 3087.04
23.7, 2726.12, 90, 3088.14
23.75, 2731.64, 90, 3089.29
23.8, 2737.22, 90, 3090.52
23.85, 2742.81, 90, 3091.75
23.9, 2748.43, 90, 3093.01
23.95, 2754.02, 90, 3094.24
24, 2759.46, 90, 3095.3
24.05, 2765.05, 90, 3096.51
24.1, 2770.62, 90, 3097.72
24.15, 2776.13, 90, 3098.84
24.2, 2781.71, 90, 3100.06
24.25, 2787.39, 90, 3101.36
24.3, 2793.07, 90, 3102.68
24.35, 2798.6, 90, 3103.83
24.4, 2804.09, 90, 3104.92
24.45, 2809.55, 90, 3105.98
24.5, 2815.19, 90, 3107.24
24.55, 2820.91, 90, 3108.59
24.6, 2826.26, 90, 3109.53
24.65, 2831.88, 90, 3110.76
24.7, 2837.27, 90, 3111.73
24.75, 2842.96, 90, 3113.05
24.8, 2848.53, 90, 3114.21
24.85, 2854.14, 90, 3115.43
24.9, 2859.74, 90, 3116.63
24.95, 2865.21, 90, 3117.69
25, 2870.72, 90, 3118.78
25.05, 2876.18, 90, 3119.83
25.1, 2881.9, 90, 3121.15
25.15, 2887.55, 90, 3122.4
25.2, 2892.95, 90, 3123.37
25.25, 2898.53, 90, 3124.54
25.3, 2904.01, 90, 3125.59
25.35, 2909.48, 90, 3126.63
25.4, 2915.01, 90, 3127.74
25.45, 2920.49, 90, 3128.8
25.5, 2926.08, 90, 3129.96
25.55, 2931.46, 90, 3130.91
25.6, 2937, 90, 3132.02
25.65, 2942.46, 90, 3133.04
25.7, 2947.99, 90, 3134.14
25.75, 2953.46, 90, 3135.16
25.8, 2959, 90, 3136.27
25.85, 2964.54, 90, 3137.38
25.9, 2970.04, 90, 3138.43
25.95, 2975.6, 90, 3139.55
26, 2981.1, 90, 3140.6
26.05, 2986.6, 90, 3141.65
26.1, 2992.25, 90, 3142.87
26.15, 2997.69, 90, 3143.86
26.2, 3003.33, 90, 3145.05
26.25, 3008.88, 90, 3146.15
26.3, 3014.52, 90, 3147.34
26.35, 3020, 90, 3148.37
26.4, 3025.58, 90, 3149.49
26.45, 3031.1, 90, 3150.55
26.5, 3036.51, 90, 3151.49
26.55, 3042.1, 90, 3152.63
26.6, 3047.58, 90, 3153.64
26.65, 3053.11, 90, 3154.71
26.7, 3058.49, 90, 3155.62
26.75, 3064, 90, 3156.66
26.8, 3069.52, 90, 3157.71
26.85, 3075.05, 90, 3158.77
26.9, 3080.37, 90, 3159.62
26.95, 3085.82, 90, 3160.59
27, 3091.42, 90, 3161.72
27.05, 3096.85, 90, 3162.67
27.1, 3102.39, 90, 3163.73
27.15, 3107.84, 90, 3164.7
27.2, 3113.4, 90, 3165.78
27.25, 3118.96, 90, 3166.86
27.3, 3124.5, 90, 3167.91
27.35, 3129.97, 90, 3168.9
27.4, 3135.73, 90, 3170.17
27.45, 3141.18, 90, 3171.13
27.5, 3146.61, 90, 3172.07
27.55, 3151.97, 90, 3172.94
27.6, 3157.56, 90, 3174.03
27.65, 3163.06, 90, 3175.03
27.7, 3168.44, 90, 3175.92
27.75, 3173.86, 90, 3176.84
27.8, 3179.25, 90, 3177.74
27.85, 3184.81, 90, 3178.8
27.9, 3190.3, 90, 3179.78
27.95, 3195.88, 90, 3180.85
28, 3201.25, 90, 3181.72
28.05, 3206.75, 90, 3182.72
28.1, 3212.24, 90, 3183.7
28.15, 3217.65, 90, 3184.6
28.2, 3223.04, 90, 3185.48
28.25, 3228.66, 90, 3186.59
28.3, 3234.03, 90, 3187.44
28.35, 3239.41, 90, 3188.31
28.4, 3244.67, 90, 3189.06
28.45, 3250.14, 90, 3190.01
28.5, 3255.56, 90, 3190.92
28.55, 3260.91, 90, 3191.75
28.6, 3266.48, 90, 3192.8
28.65, 3271.96, 90, 3193.75
28.7, 3277.3, 90, 3194.58
28.75, 3282.79, 90, 3195.54
28.8, 3288.2, 90, 3196.43
28.85, 3293.6, 90, 3197.3
28.9, 3298.95, 90, 3198.13
28.95, 3304.42, 90, 3199.07
29, 3309.82, 90, 3199.94
29.05, 3315.23, 90, 3200.82
29.1, 3320.5, 90, 3201.57
29.15, 3326.13, 90, 3202.65
29.2, 3331.53, 90, 3203.51
29.25, 3337.15, 90, 3204.6
29.3, 3342.76, 90, 3205.66
29.35, 3348.13, 90, 3206.49
29.4, 3353.55, 90, 3207.38
29.45, 3358.87, 90, 3208.16
29.5, 3364.27, 90, 3209.02
29.55, 3369.77, 90, 3209.98
29.6, 3375.05, 90, 3210.72
29.65, 3380.66, 90, 3211.77
29.7, 3386.12, 90, 3212.69
29.75, 3391.59, 90, 3213.6
29.8, 3396.94, 90, 3214.41
29.85, 3402.36, 90, 3215.28
29.9, 3407.71, 90, 3216.08
29.95, 3413.2, 90, 3217.02
30, 3418.67, 90, 3217.93
30.05, 3424.1, 90, 3218.8
30.1, 3429.47, 90, 3219.63
30.15, 3434.93, 90, 3220.52
30.2, 3440.35, 90, 3221.39
30.25, 3445.93, 90, 3222.4
30.3, 3451.45, 90, 3223.35
30.35, 3456.81, 90, 3224.16
30.4, 3462.36, 90, 3225.13
30.45, 3467.81, 90, 3226.02
30.5, 3473.2, 90, 3226.85
30.55, 3478.68, 90, 3227.76
30.6, 3484.14, 90, 3228.64
30.65, 3489.45, 90, 3229.4
30.7, 3494.84, 90, 3230.22
30.75, 3500.28, 90, 3231.09
30.8, 3505.62, 90, 3231.86
30.85, 3510.9, 90, 3232.58
30.9, 3516.25, 90, 3233.37
30.95, 3521.61, 90, 3234.15
31, 3526.99, 90, 3234.97
31.05, 3532.5, 90, 3235.89
31.1, 3537.94, 90, 3236.75
31.15, 3543.33, 90, 3237.57
31.2, 3548.73, 90, 3238.39
31.25, 3554.05, 90, 3239.14
31.3, 3559.57, 90, 3240.07
31.35, 3564.96, 90, 3240.88
31.4, 3570.31, 90, 3241.66
31.45, 3575.56, 90, 3242.34
31.5, 3581, 90, 3243.18
31.55, 3586.52, 90, 3244.11
31.6, 3591.88, 90, 3244.89
31.65, 3597.15, 90, 3245.58
31.7, 3602.56, 90, 3246.4
31.75, 3607.9, 90, 3247.16
31.8, 3613.37, 90, 3248.03
31.85, 3618.83, 90, 3248.89
31.9, 3624.25, 90, 3249.72
31.95, 3629.63, 90, 3250.51
32, 3635.1, 90, 3251.38
32.05, 3640.36, 90, 3252.06
32.1, 3645.65, 90, 3252.77
32.15, 3651.09, 90, 3253.61
32.2, 3656.4, 90, 3254.32
32.25, 3661.86, 90, 3255.18
32.3, 3667.24, 90, 3255.96
32.35, 3672.74, 90, 3256.85
32.4, 3678.06, 90, 3257.58
32.45, 3683.32, 90, 3258.25
32.5, 3688.75, 90, 3259.08
32.55, 3694.1, 90, 3259.82
32.6, 3699.31, 90, 3260.45
32.65, 3704.81, 90, 3261.33
32.7, 3710.14, 90, 3262.06
32.75, 3715.5, 90, 3262.81
32.8, 3720.83, 90, 3263.55
32.85, 3726.11, 90, 3264.23
32.9, 3731.45, 90, 3264.96
32.95, 3736.85, 90, 3265.75
33, 3742.21, 90, 3266.51
33.05, 3747.66, 90, 3267.33
33.1, 3753.04, 90, 3268.1
33.15, 3758.35, 90, 3268.81
33.2, 3763.8, 90, 3269.64
33.25, 3769.22, 90, 3270.43
33.3, 3774.82, 90, 3271.39
33.35, 3780.19, 90, 3272.14
33.4, 3785.59, 90, 3272.92
33.45, 3790.95, 90, 3273.67
33.5, 3796.14, 90, 3274.26
33.55, 3801.31, 90, 3274.84
33.6, 3806.6, 90, 3275.52
33.65, 3812.03, 90, 3276.32
33.7, 3817.25, 90, 3276.94
33.75, 3822.72, 90, 3277.77
33.8, 3827.95, 90, 3278.4
33.85, 3833.48, 90, 3279.27
33.9, 3838.87, 90, 3280.04
33.95, 3844.26, 90, 3280.8
34, 3849.78, 90, 3281.67
34.05, 3855.18, 90, 3282.43
34.1, 3860.59, 90, 3283.21
34.15, 3865.97, 90, 3283.96
34.2, 3871.34, 90, 3284.7
34.25, 3876.6, 90, 3285.35
34.3, 3881.95, 90, 3286.07
34.35, 3887.21, 90, 3286.71
34.4, 3892.45, 90, 3287.34
34.45, 3897.96, 90, 3288.18
34.5, 3903.17, 90, 3288.79
34.55, 3908.55, 90, 3289.53
34.6, 3913.76, 90, 3290.12
34.65, 3919.21, 90, 3290.92
34.7, 3924.52, 90, 3291.6
34.75, 3930.01, 90, 3292.43
34.8, 3935.3, 90, 3293.1
34.85, 3940.82, 90, 3293.94
34.9, 3946.2, 90, 3294.68
34.95, 3951.58, 90, 3295.42
35, 3957.06, 90, 3296.24
35.05, 3962.35, 90, 3296.89
35.1, 3967.7, 90, 3297.6
35.15, 3973.06, 90, 3298.31
35.2, 3978.3, 90, 3298.93
35.25, 3983.74, 90, 3299.7
35.3, 3989.1, 90, 3300.42
35.35, 3994.3, 90, 3301
35.4, 3999.46, 90, 3301.54
35.45, 4004.88, 90, 3302.3
35.5, 4010.22, 90, 3303
35.55, 4015.57, 90, 3303.7
35.6, 4020.87, 90, 3304.36
35.65, 4026.35, 90, 3305.16
35.7, 4031.69, 90, 3305.85
35.75, 4036.96, 90, 3306.48
35.8, 4042.26, 90, 3307.13
35.85, 4047.5, 90, 3307.74
35.9, 4052.78, 90, 3308.38
35.95, 4058.16, 90, 3309.1
36, 4063.31, 90, 3309.63
36.05, 4068.81, 90, 3310.44
36.1, 4073.99, 90, 3311
36.15, 4079.3, 90, 3311.65
36.2, 4084.48, 90, 3312.21
36.25, 4089.82, 90, 3312.88
36.3, 4095.14, 90, 3313.55
36.35, 4100.57, 90, 3314.3
36.4, 4105.92, 90, 3314.99
36.45, 4111.15, 90, 3315.58
36.5, 4116.5, 90, 3316.27
36.55, 4121.81, 90, 3316.92
36.6, 4127.01, 90, 3317.48
36.65, 4132.17, 90, 3318.01
36.7, 4137.44, 90, 3318.63
36.75, 4142.78, 90, 3319.3
36.8, 4148.09, 90, 3319.95
36.85, 4153.47, 90, 3320.65
36.9, 4158.76, 90, 3321.29
36.95, 4163.95, 90, 3321.84
37, 4169.27, 90, 3322.49
37.05, 4174.7, 90, 3323.24
37.1, 4180.24, 90, 3324.06
37.15, 4185.32, 90, 3324.52
37.2, 4190.44, 90, 3325.01
37.25, 4195.74, 90, 3325.65
37.3, 4201.03, 90, 3326.28
37.35, 4206.31, 90, 3326.89
37.4, 4211.71, 90, 3327.6
37.45, 4217.04, 90, 3328.26
