34.255;33.602;33.602;33.602;33.602;34.255;33.511;33.42;33.511;34.255;34.255;33.879;33.973;34.734;34.35;34.35;34.35;34.066;34.35;34.831;34.929;33.879;35.324;36.555;36.555;36.661;36.555;36.345;36.45;36.768;37.307;37.198;37.417;36.982;36.982;36.875;36.982;36.982;37.198;37.417;37.527;37.749;37.749;38.086;38.199;37.638;38.659;38.428;38.659;38.892;38.775;38.892;39.009;39.009;39.486;38.892;39.128;39.128;39.128;38.892;38.892;39.606;40.848;40.594;40.848;40.343;39.849;39.728;39.972;39.972;40.72;41.104;41.104;41.757;41.363;41.104;41.363;41.757;42.427;41.493;41.889;43.117;42.977;43.54;43.398;44.261;45.306;45.154;45.458;46.713;47.199;48.198;48.54;48.885;48.885;50.129;50.495;52.593;52.593;54.009;54.427;56.154;56.154;57.284;57.284;57.055;58.455;57.515;57.515;57.515;59.423;60.168;60.42;61.448;61.188;63.049;63.049;63.6;62.239;64.159;64.442;64.727;61.448;61.188;61.71;64.159;65.015;66.188;66.79;66.79;66.79;65.305;65.597;66.79;66.79;66.488;66.79;66.188;66.188;67.401;68.022;66.79;66.79;67.401;68.022;68.022;68.022;66.488;66.188;65.891;67.71;67.401;67.71;66.79;67.71;66.488;66.79;66.79;65.305;66.188;66.488;66.79;66.79;66.488;66.79;66.79;68.022;68.337;68.974;73.394;73.394;75.234;74.859;76.768;76.768;76.768;77.16;76.768;78.767;79.594;80.437;77.956;81.297;81.297;81.733;80.437;78.36;77.956;78.767;77.16;75.612;74.488;73.394;71.98;72.681;70.952;68.974;68.654;69.95;68.654;68.974;68.022;66.79;66.488;65.305;64.442;65.597;65.597;65.597;66.79;65.597;65.305;65.597;63.6;64.159;64.159;63.878;65.597;66.488;66.79;66.79;68.974;69.95;69.95;70.281;69.622;70.615;70.952;71.292;74.12;74.12;73.755;77.16;77.556;77.16;77.16;76.768;76.379;76.768;76.768;78.36;77.16;76.768;77.16;78.767;78.767;80.014;80.437;81.297;79.594;79.594;80.014;81.733;80.014;80.014;80.437;82.173;80.437;80.865;81.297;82.618;85.383;83.521;83.521;85.383;85.383;87.323;87.821;89.347;93.105;92.55;92.55;93.105;96.567;95.974;96.567;98.39;96.567;95.974;97.168;96.567;97.775;97.775;97.168;98.39;101.57;97.775;99.012;99.012;96.567;100.28;100.92;95.387;97.775;97.775;98.39;96.567;95.974;95.387;96.567;101.57;99.641;97.775;98.39;97.775;95.387;95.974;95.974;95.974;93.105;97.775;99.012;96.567;96.567;97.775;97.775;97.775;100.92;97.775;98.39;100.92;99.012;100.28;101.57;104.26;105.66;106.37;105.66;100.92;103.58;102.9;103.58;106.37;106.37;102.9;104.26;107.09;105.66;104.96;105.66;109.31;106.37;102.9;103.58;110.06;104.26;97.775;99.012;102.9;104.96;102.9;103.58;106.37;105.66;102.9;104.26;107.09;103.58;100.92;100.28;105.66;102.9;100.28;100.92;100.92;103.58;105.66;107.09;99.012;103.58;99.641;100.28;104.96;106.37;100.28;101.57;107.09;104.26;106.37;106.37;115.66;100.92;100.28;100.28;111.61;100.92;100.28;101.57;103.58;104.26;105.66;107.09;101.57;102.23;106.37;104.96;106.37;106.37;105.66;106.37;104.26;104.26;102.9;104.26;100.28;97.775;100.92;100.28;100.92;99.012;97.775;98.39;99.012;99.012;100.92;102.9;102.9;94.807;98.39;100.92;101.57;98.39;97.168;96.567;99.012;96.567;95.974;95.387;95.387;95.974;93.105;96.567;96.567;93.666;93.666;93.666;94.233;89.866;91.459;92.55;90.922;90.922;90.922;89.347;96.567;91.459;91.459;87.821;89.347;90.391;90.922;88.324;89.347;91.459;90.922;95.974;87.323;91.459;91.459;92.001;90.391;90.391;90.922;93.105;91.459;92.55;93.105;96.567;95.974;95.974;96.567;92.55;95.974;92.55;93.105;95.974;98.39;90.922;91.459;91.459;96.567;95.974;96.567;92.55;97.168;93.105;93.105;89.347;90.922;91.459;91.459;91.459;91.459;86.831;86.831;84.91;90.922;84.91;85.383;87.323

