time,Phisaved,Thetasaved,Psisaved
36.03, 0.201957, 0.516597, 0.365567
36.04, 0.203488, 0.516831, 0.367156
36.05, 0.203844, 0.515597, 0.367915
36.06, 0.203858, 0.514958, 0.36648
36.07, 0.202909, 0.515842, 0.366152
36.08, 0.20066, 0.512981, 0.363896
36.09, 0.198998, 0.511673, 0.366123
36.1, 0.198493, 0.512572, 0.367163
36.11, 0.198549, 0.512461, 0.364092
36.12, 0.20187, 0.512645, 0.362399
36.13, 0.203589, 0.514438, 0.362818
36.14, 0.203763, 0.516435, 0.365242
36.15, 0.200986, 0.5164, 0.365462
36.16, 0.201416, 0.517935, 0.365048
36.17, 0.201937, 0.517018, 0.364716
36.18, 0.200158, 0.514766, 0.365478
36.19, 0.200131, 0.514391, 0.364783
36.2, 0.200602, 0.515014, 0.36309
36.21, 0.200069, 0.514079, 0.361669
36.22, 0.200596, 0.514491, 0.364457
36.23, 0.199678, 0.515312, 0.363496
36.24, 0.199354, 0.514568, 0.36536
36.25, 0.198778, 0.515655, 0.366951
36.26, 0.200338, 0.515831, 0.364974
36.27, 0.197509, 0.516179, 0.363551
36.28, 0.195986, 0.518712, 0.360682
36.29, 0.19418, 0.51939, 0.361196
36.3, 0.19525, 0.5187, 0.361426
36.31, 0.193649, 0.520879, 0.360021
36.32, 0.192718, 0.52083, 0.360804
36.33, 0.191109, 0.519056, 0.360484
36.34, 0.189046, 0.518627, 0.364643
36.35, 0.187258, 0.519571, 0.368154
36.36, 0.186238, 0.520176, 0.367726
36.37, 0.189595, 0.51959, 0.365746
36.38, 0.189292, 0.5192, 0.365596
36.39, 0.185942, 0.518077, 0.366084
36.4, 0.181712, 0.518122, 0.363563
36.41, 0.179441, 0.517625, 0.366068
36.42, 0.178129, 0.519611, 0.36912
36.43, 0.175721, 0.519197, 0.36814
36.44, 0.173755, 0.517218, 0.366704
36.45, 0.17272, 0.518752, 0.365555
36.46, 0.170402, 0.518889, 0.364406
36.47, 0.169391, 0.517369, 0.364899
36.48, 0.164967, 0.518229, 0.365395
36.49, 0.160203, 0.521766, 0.365259
36.5, 0.157779, 0.524171, 0.364666
36.51, 0.153868, 0.524958, 0.365436
36.52, 0.150602, 0.522812, 0.362912
36.53, 0.146865, 0.521876, 0.361219
36.54, 0.142691, 0.521174, 0.362272
36.55, 0.137603, 0.523043, 0.362503
36.56, 0.134698, 0.523459, 0.363827
36.57, 0.132962, 0.523127, 0.365145
36.58, 0.127205, 0.522535, 0.364177
36.59, 0.123193, 0.5214, 0.36248
36.6, 0.116377, 0.521523, 0.364077
36.61, 0.109398, 0.520095, 0.365392
36.62, 0.103053, 0.519263, 0.365333
36.63, 0.0972032, 0.518811, 0.362811
36.64, 0.0929607, 0.519444, 0.360848
36.65, 0.0879563, 0.518391, 0.36044
36.66, 0.0805566, 0.5182, 0.362041
36.67, 0.075831, 0.520092, 0.364189
36.68, 0.0717309, 0.521989, 0.36496
36.69, 0.0685607, 0.522862, 0.362716
36.7, 0.0575214, 0.522071, 0.363489
36.71, 0.0498341, 0.521106, 0.366814
36.72, 0.0438163, 0.520958, 0.368671
36.73, 0.0373175, 0.521726, 0.367509
36.74, 0.0284731, 0.521761, 0.367081
36.75, 0.0244885, 0.522535, 0.364282
36.76, 0.016847, 0.523239, 0.362859
36.77, 0.012033, 0.523709, 0.365276
36.78, 0.00399348, 0.523106, 0.362482
36.79, -0.00428011, 0.522855, 0.36134
36.8, -0.0112357, 0.522363, 0.360657
36.81, -0.020199, 0.523035, 0.35952
36.82, -0.0320641, 0.522346, 0.360849
36.83, -0.0419267, 0.523765, 0.362996
36.84, -0.0508633, 0.522973, 0.363221
36.85, -0.0580053, 0.52108, 0.361528
36.86, -0.0642672, 0.521756, 0.361117
36.87, -0.0749338, 0.521435, 0.361347
36.88, -0.0858178, 0.519548, 0.361304
36.89, -0.0955583, 0.519408, 0.360984
36.9, -0.10385, 0.519917, 0.361487
36.91, -0.113364, 0.519671, 0.361714
36.92, -0.123191, 0.51991, 0.360572
36.93, -0.134407, 0.523082, 0.361891
36.94, -0.141654, 0.524145, 0.363301
36.95, -0.152989, 0.526104, 0.3616
36.96, -0.162486, 0.524866, 0.364659
36.97, -0.170598, 0.525382, 0.364235
36.98, -0.182189, 0.524705, 0.362538
36.99, -0.192527, 0.524935, 0.363309
37, -0.20541, 0.527178, 0.36343
37.01, -0.214763, 0.526455, 0.3642
37.02, -0.223044, 0.526324, 0.365514
37.03, -0.232057, 0.527366, 0.367366
37.04, -0.242616, 0.526951, 0.364838
37.05, -0.252977, 0.527192, 0.363866
37.06, -0.262741, 0.526592, 0.365729
37.07, -0.276392, 0.527091, 0.366486
37.08, -0.286254, 0.528689, 0.365046
37.09, -0.296743, 0.527711, 0.36499
37.1, -0.308157, 0.528942, 0.368209
37.11, -0.320211, 0.529058, 0.368321
37.12, -0.333263, 0.531373, 0.365682
37.13, -0.344975, 0.531575, 0.364522
37.14, -0.355831, 0.531597, 0.363914
37.15, -0.368756, 0.532443, 0.363851
37.16, -0.378999, 0.533154, 0.362418
37.17, -0.390921, 0.532621, 0.361547
37.18, -0.400784, 0.532544, 0.36396
37.19, -0.412172, 0.533563, 0.364078
37.2, -0.42507, 0.53276, 0.362931
37.21, -0.438197, 0.532137, 0.362242
37.22, -0.449926, 0.531262, 0.363836
37.23, -0.460163, 0.530011, 0.364883
37.24, -0.47094, 0.530851, 0.363171
37.25, -0.4801, 0.531243, 0.363931
37.26, -0.487507, 0.529351, 0.363614
37.27, -0.497725, 0.529949, 0.364646
37.28, -0.506891, 0.53154, 0.363659
37.29, -0.515943, 0.530422, 0.36644
37.3, -0.525986, 0.53063, 0.365731
37.31, -0.538185, 0.529363, 0.364582
37.32, -0.550355, 0.528192, 0.365076
37.33, -0.562166, 0.529012, 0.367743
37.34, -0.569256, 0.531392, 0.36573
37.35, -0.577679, 0.532427, 0.366747
37.36, -0.587974, 0.533344, 0.366394
37.37, -0.598361, 0.531196, 0.365799
37.38, -0.606768, 0.531784, 0.366821
37.39, -0.616183, 0.532992, 0.365369
37.4, -0.626003, 0.533814, 0.365474
37.41, -0.638022, 0.532231, 0.371082
37.42, -0.64687, 0.531938, 0.373555
37.43, -0.657048, 0.531586, 0.372919
37.44, -0.666305, 0.532146, 0.37145
37.45, -0.674047, 0.533624, 0.369979
37.46, -0.680894, 0.533126, 0.369265
37.47, -0.690889, 0.532969, 0.368638
37.48, -0.699469, 0.532855, 0.371389
37.49, -0.706921, 0.532039, 0.371222
37.5, -0.713381, 0.531745, 0.372508
37.51, -0.7205, 0.534082, 0.372026
37.52, -0.728701, 0.533074, 0.372496
37.53, -0.735507, 0.531224, 0.373799
37.54, -0.743212, 0.530472, 0.374263
37.55, -0.75057, 0.529219, 0.372812
37.56, -0.758908, 0.527967, 0.372368
37.57, -0.764701, 0.528132, 0.374194
37.58, -0.771597, 0.527773, 0.375837
37.59, -0.777766, 0.527538, 0.374824
37.6, -0.784551, 0.530599, 0.375138
37.61, -0.791303, 0.531438, 0.373932
37.62, -0.794126, 0.531852, 0.372736
37.63, -0.803208, 0.531445, 0.372923
37.64, -0.805141, 0.530533, 0.372476
37.65, -0.806872, 0.530357, 0.371748
37.66, -0.809964, 0.529253, 0.373956
37.67, -0.814633, 0.530014, 0.372206
37.68, -0.820899, 0.530867, 0.37019
37.69, -0.824222, 0.530026, 0.371216
37.7, -0.829255, 0.530296, 0.368292
37.71, -0.833763, 0.531217, 0.369298
37.72, -0.833956, 0.529813, 0.369784
37.73, -0.835617, 0.531516, 0.370223
37.74, -0.834502, 0.533565, 0.372571
37.75, -0.835787, 0.53178, 0.373054
37.76, -0.838358, 0.52925, 0.373271
37.77, -0.838545, 0.52774, 0.372832
37.78, -0.840478, 0.528579, 0.371085
37.79, -0.840939, 0.531241, 0.369862
37.8, -0.837827, 0.529338, 0.369168
37.81, -0.837202, 0.530636, 0.367881
37.82, -0.833623, 0.530733, 0.370542
37.83, -0.830221, 0.529334, 0.3713
37.84, -0.829447, 0.530188, 0.370832
37.85, -0.828944, 0.529953, 0.370929
37.86, -0.826173, 0.531222, 0.368906
37.87, -0.822075, 0.531726, 0.36754
37.88, -0.819136, 0.530844, 0.36802
37.89, -0.81756, 0.530508, 0.366578
37.9, -0.815432, 0.529529, 0.367066
37.91, -0.81309, 0.530987, 0.363592
37.92, -0.809357, 0.530679, 0.364079
37.93, -0.805746, 0.529946, 0.366218
37.94, -0.798774, 0.530317, 0.363401
37.95, -0.793456, 0.529671, 0.36088
37.96, -0.787773, 0.528879, 0.360285
37.97, -0.779844, 0.529735, 0.360398
37.98, -0.773524, 0.53109, 0.362246
37.99, -0.764406, 0.529317, 0.36194
38, -0.757456, 0.528515, 0.361068
38.01, -0.747768, 0.527355, 0.360663
38.02, -0.738704, 0.527777, 0.363615
38.03, -0.732762, 0.527648, 0.363736
38.04, -0.724814, 0.528429, 0.363024
38.05, -0.717144, 0.528929, 0.364598
38.06, -0.707093, 0.526427, 0.367118
38.07, -0.694443, 0.527011, 0.367038
38.08, -0.682692, 0.527732, 0.368051
38.09, -0.669507, 0.527612, 0.367612
38.1, -0.65771, 0.526061, 0.366186
38.11, -0.644063, 0.525472, 0.365029
38.12, -0.631881, 0.52417, 0.365254
38.13, -0.617126, 0.525455, 0.367089
38.14, -0.600784, 0.52481, 0.363647
38.15, -0.585176, 0.525497, 0.363489
38.16, -0.570265, 0.524241, 0.363441
38.17, -0.552456, 0.523586, 0.365852
38.18, -0.532342, 0.524283, 0.366326
38.19, -0.514944, 0.524976, 0.366799
38.2, -0.497921, 0.524206, 0.365093
38.21, -0.477592, 0.524249, 0.3622
38.22, -0.458188, 0.525139, 0.362413
38.23, -0.436468, 0.525084, 0.36318
38.24, -0.414249, 0.525688, 0.363393
38.25, -0.39184, 0.526258, 0.364974
38.26, -0.369775, 0.524192, 0.364652
38.27, -0.347869, 0.524232, 0.364591
38.28, -0.325335, 0.523465, 0.362618
38.29, -0.299894, 0.525916, 0.363374
38.3, -0.271732, 0.528349, 0.361938
38.31, -0.247221, 0.529194, 0.361244
38.32, -0.222246, 0.526863, 0.363395
38.33, -0.19478, 0.525446, 0.36444
38.34, -0.169223, 0.52576, 0.361371
38.35, -0.141041, 0.524435, 0.359136
38.36, -0.110726, 0.522472, 0.358827
38.37, -0.0807095, 0.523078, 0.357874
38.38, -0.0525229, 0.522396, 0.356927
38.39, -0.0201232, 0.524371, 0.35735
38.4, 0.0131215, 0.523403, 0.358961
38.41, 0.043236, 0.521516, 0.360018
38.42, 0.0760912, 0.520282, 0.359978
38.43, 0.10717, 0.519706, 0.361032
38.44, 0.141506, 0.519964, 0.363453
38.45, 0.172019, 0.521838, 0.363409
38.46, 0.207612, 0.521347, 0.363267
38.47, 0.243949, 0.520563, 0.362578
38.48, 0.279918, 0.521916, 0.361169
38.49, 0.316296, 0.520934, 0.360029
38.5, 0.35175, 0.520999, 0.359079
38.51, 0.38767, 0.521132, 0.358957
38.52, 0.424907, 0.522356, 0.358296
38.53, 0.460047, 0.523407, 0.35791
38.54, 0.493793, 0.523184, 0.357788
38.55, 0.531676, 0.522848, 0.359127
38.56, 0.573028, 0.523008, 0.358002
38.57, 0.612546, 0.521417, 0.356864
38.58, 0.651261, 0.524049, 0.354862
38.59, 0.691171, 0.524365, 0.352936
38.6, 0.728871, 0.523646, 0.354287
38.61, 0.770453, 0.521568, 0.354249
38.62, 0.813697, 0.522808, 0.352339
38.63, 0.856666, 0.522171, 0.351406
38.64, 0.901076, 0.525031, 0.352543
38.65, 0.943767, 0.525652, 0.351449
38.66, 0.986341, 0.52309, 0.350042
38.67, 1.03178, 0.523916, 0.34897
38.68, 1.07589, 0.524203, 0.350074
38.69, 1.1181, 0.521317, 0.349113
38.7, 1.16317, 0.522249, 0.350505
38.71, 1.20675, 0.523011, 0.352722
38.72, 1.25405, 0.522439, 0.350788
38.73, 1.29935, 0.520221, 0.348011
38.74, 1.34443, 0.51865, 0.349906
38.75, 1.39137, 0.518595, 0.348822
38.76, 1.43958, 0.519391, 0.346666
38.77, 1.48703, 0.519815, 0.345328
38.78, 1.53307, 0.520131, 0.344269
38.79, 1.58089, 0.520021, 0.345121
38.8, 1.62818, 0.520126, 0.345424
38.81, 1.67415, 0.518185, 0.344024
38.82, 1.7249, 0.518145, 0.343414
38.83, 1.77338, 0.517955, 0.341253
38.84, 1.82159, 0.516223, 0.341245
38.85, 1.87041, 0.515885, 0.343208
38.86, 1.92174, 0.515966, 0.34371
38.87, 1.9718, 0.515103, 0.342625
38.88, 2.02391, 0.515729, 0.341769
38.89, 2.07669, 0.51702, 0.342947
38.9, 2.13023, 0.518792, 0.341687
38.91, 2.18039, 0.518277, 0.343089
38.92, 2.23395, 0.516214, 0.342414
38.93, 2.28442, 0.515236, 0.341788
38.94, 2.33672, 0.515465, 0.338471
38.95, 2.38658, 0.515013, 0.336594
38.96, 2.43696, 0.51053, 0.336484
38.97, 2.49099, 0.507678, 0.335786
38.98, 2.54379, 0.506546, 0.334714
38.99, 2.59742, 0.505958, 0.334399
39, 2.65037, 0.506484, 0.335862
39.01, 2.7046, 0.506873, 0.3343
39.02, 2.7591, 0.504331, 0.33399
39.03, 2.81214, 0.504097, 0.333701
39.04, 2.86386, 0.505181, 0.332917
39.05, 2.9186, 0.505532, 0.334106
39.06, 2.97237, 0.504858, 0.334979
39.07, 3.02513, 0.505498, 0.333451
39.08, 3.07964, 0.504981, 0.33132
39.09, 3.13282, 0.502686, 0.331571
39.1, 3.18538, 0.501418, 0.33151
39.11, 3.2377, 0.501856, 0.333559
39.12, 3.29024, 0.499374, 0.335438
39.13, 3.34303, 0.497035, 0.335384
39.14, 3.39648, 0.497946, 0.334439
39.15, 3.44711, 0.498117, 0.333447
39.16, 3.49997, 0.496765, 0.332355
39.17, 3.55304, 0.498244, 0.332725
39.18, 3.60501, 0.49987, 0.33201
39.19, 3.65484, 0.500269, 0.330489
39.2, 3.70807, 0.499768, 0.332763
39.21, 3.75994, 0.499306, 0.333021
39.22, 3.81223, 0.498123, 0.333228
39.23, 3.86432, 0.497791, 0.330467
39.24, 3.91665, 0.498901, 0.32927
39.25, 3.96953, 0.499511, 0.328771
39.26, 4.01925, 0.49925, 0.328242
39.27, 4.06932, 0.498148, 0.326913
39.28, 4.12307, 0.496949, 0.32722
39.29, 4.17401, 0.498569, 0.326552
39.3, 4.22285, 0.498779, 0.327776
39.31, 4.27059, 0.496454, 0.325804
39.32, 4.32117, 0.496213, 0.322813
39.33, 4.37004, 0.493585, 0.321378
39.34, 4.42026, 0.494048, 0.321729
39.35, 4.4691, 0.492988, 0.321422
39.36, 4.51536, 0.493117, 0.323498
39.37, 4.56457, 0.492903, 0.326369
39.38, 4.61185, 0.492607, 0.328376
39.39, 4.65855, 0.490142, 0.328483
39.4, 4.70389, 0.491123, 0.328042
39.41, 4.7528, 0.49214, 0.328247
39.42, 4.80136, 0.492003, 0.324694
39.43, 4.8453, 0.490579, 0.323595
39.44, 4.89196, 0.490317, 0.322788
39.45, 4.93469, 0.489634, 0.32369
39.46, 4.97583, 0.488359, 0.325086
39.47, 5.01919, 0.489355, 0.32339
39.48, 5.06115, 0.490382, 0.324452
39.49, 5.1036, 0.489141, 0.325302
39.5, 5.14178, 0.489768, 0.323838
39.51, 5.18046, 0.488963, 0.322554
39.52, 5.21925, 0.488664, 0.322974
39.53, 5.25895, 0.488919, 0.322057
39.54, 5.2987, 0.488266, 0.320222
39.55, 5.33746, 0.486473, 0.31986
39.56, 5.37222, 0.486748, 0.320788
39.57, 5.40896, 0.488847, 0.318947
39.58, 5.44426, 0.487648, 0.318078
39.59, 5.47892, 0.489518, 0.318868
39.6, 5.51298, 0.492507, 0.319312
39.61, 5.54836, 0.491199, 0.318267
39.62, 5.58273, 0.489341, 0.317177
39.63, 5.61261, 0.48882, 0.31842
39.64, 5.64421, 0.48775, 0.31711
39.65, 5.67655, 0.487327, 0.315862
39.66, 5.70964, 0.486923, 0.315355
39.67, 5.73586, 0.486622, 0.317432
39.68, 5.76246, 0.486002, 0.318928
39.69, 5.79043, 0.482792, 0.316871
39.7, 5.8162, 0.484584, 0.31558
39.71, 5.84009, 0.48575, 0.315797
39.72, 5.86399, 0.484486, 0.317239
39.73, 5.88512, 0.482095, 0.316271
39.74, 5.91029, 0.481692, 0.316941
39.75, 5.93592, 0.482364, 0.31765
39.76, 5.95671, 0.482278, 0.318638
39.77, 5.97816, 0.481491, 0.320107
39.78, 6, 0.483555, 0.319845
39.79, 6.01696, 0.48511, 0.321818
39.8, 6.03266, 0.483195, 0.323434
39.81, 6.04656, 0.48067, 0.321394
39.82, 6.06328, 0.481016, 0.320676
39.83, 6.07886, 0.480446, 0.323623
39.84, 6.08825, 0.480586, 0.323997
39.85, 6.10025, 0.480259, 0.321927
39.86, 6.11239, 0.479225, 0.321347
39.87, 6.12298, 0.480989, 0.322163
39.88, 6.13362, 0.481444, 0.324856
39.89, 6.1411, 0.479123, 0.323395
39.9, 6.14717, 0.478969, 0.324653
39.91, 6.1545, 0.479012, 0.325041
39.92, 6.16016, 0.481374, 0.321224
39.93, 6.16106, 0.481065, 0.323869
39.94, 6.16304, 0.479376, 0.32412
39.95, 6.1637, 0.481346, 0.322856
39.96, 6.16127, 0.481956, 0.322998
39.97, 6.15759, 0.481749, 0.325887
39.98, 6.15555, 0.482313, 0.329224
39.99, 6.14954, 0.479961, 0.32802
40, 6.14678, 0.479175, 0.326975
40.01, 6.14091, 0.479296, 0.3262
40.02, 6.13094, 0.47941, 0.323859
40.03, 6.12083, 0.480028, 0.322442
40.04, 6.11058, 0.481454, 0.324108
40.05, 6.09953, 0.482428, 0.323723
40.06, 6.08865, 0.48256, 0.324162
40.07, 6.07683, 0.482534, 0.323979
40.08, 6.06253, 0.48157, 0.322649
40.09, 6.04725, 0.48076, 0.319976
40.1, 6.03075, 0.480923, 0.318768
40.11, 6.01188, 0.478858, 0.321854
40.12, 5.99343, 0.479504, 0.325397
40.13, 5.97401, 0.479807, 0.328625
40.14, 5.95355, 0.479876, 0.329044
40.15, 5.93158, 0.480462, 0.327878
40.16, 5.90728, 0.480643, 0.324634
40.17, 5.88084, 0.479551, 0.325238
40.18, 5.85217, 0.478378, 0.326264
40.19, 5.82231, 0.479236, 0.326219
40.2, 5.79001, 0.479907, 0.327242
40.21, 5.75927, 0.480424, 0.328547
40.22, 5.72654, 0.479037, 0.329384
40.23, 5.69144, 0.478288, 0.328636
40.24, 5.65567, 0.476682, 0.328262
40.25, 5.61778, 0.476895, 0.329242
40.26, 5.57907, 0.477854, 0.330022
40.27, 5.53943, 0.477215, 0.332026
40.28, 5.4996, 0.472665, 0.332904
40.29, 5.45736, 0.473986, 0.333972
40.3, 5.41344, 0.474386, 0.334955
40.31, 5.36785, 0.475784, 0.332092
40.32, 5.31735, 0.476819, 0.333308
40.33, 5.26819, 0.475215, 0.334941
40.34, 5.21842, 0.474843, 0.334123
40.35, 5.163, 0.476495, 0.332465
40.36, 5.10808, 0.475913, 0.333106
40.37, 5.05334, 0.478268, 0.333884
40.38, 4.99654, 0.479894, 0.338629
40.39, 4.93634, 0.480078, 0.340106
40.4, 4.87843, 0.47907, 0.33929
40.41, 4.81767, 0.478242, 0.338754
40.42, 4.75372, 0.479058, 0.338009
40.43, 4.69036, 0.47868, 0.337174
40.44, 4.62601, 0.478929, 0.337843
40.45, 4.56021, 0.481845, 0.340646
40.46, 4.49033, 0.481552, 0.342094
40.47, 4.42052, 0.482334, 0.34162
40.48, 4.34798, 0.480668, 0.342125
40.49, 4.27261, 0.481444, 0.340895
40.5, 4.19749, 0.482846, 0.34014
40.51, 4.12276, 0.483288, 0.33962
40.52, 4.04516, 0.484388, 0.34059
40.53, 3.96585, 0.48485, 0.339613
40.54, 3.88597, 0.484487, 0.338773
40.55, 3.80514, 0.483807, 0.340265
40.56, 3.72588, 0.485482, 0.340193
40.57, 3.64414, 0.486863, 0.342022
40.58, 3.55714, 0.486755, 0.339895
40.59, 3.46903, 0.489339, 0.342037
40.6, 3.38063, 0.490463, 0.343548
40.61, 3.29105, 0.489627, 0.342927
40.62, 3.20263, 0.488639, 0.346319
40.63, 3.11176, 0.489845, 0.348356
40.64, 3.01984, 0.491959, 0.347864
40.65, 2.9252, 0.494338, 0.346938
40.66, 2.82888, 0.496046, 0.350445
40.67, 2.73411, 0.496036, 0.348842
40.68, 2.63817, 0.494112, 0.349626
40.69, 2.54005, 0.493161, 0.349257
40.7, 2.44169, 0.493959, 0.350969
40.71, 2.3401, 0.497508, 0.352784
40.72, 2.23809, 0.498113, 0.352283
40.73, 2.13504, 0.49826, 0.353957
40.74, 2.02915, 0.49739, 0.359052
40.75, 1.92079, 0.496945, 0.360397
40.76, 1.81368, 0.499132, 0.359543
40.77, 1.70861, 0.50223, 0.360456
40.78, 1.60301, 0.501339, 0.360695
40.79, 1.49408, 0.501141, 0.363136
40.8, 1.38014, 0.503217, 0.362522
40.81, 1.26667, 0.504641, 0.362163
40.82, 1.1531, 0.50519, 0.363798
40.83, 1.0405, 0.50417, 0.365197
40.84, 0.925245, 0.504953, 0.364898
40.85, 0.809313, 0.506197, 0.364241
40.86, 0.693002, 0.505082, 0.36364
40.87, 0.577345, 0.504399, 0.36469
40.88, 0.455721, 0.506839, 0.366035
40.89, 0.332581, 0.508331, 0.368461
40.9, 0.210465, 0.508745, 0.3695
40.91, 0.0884709, 0.512922, 0.371637
40.92, -0.0337131, 0.513254, 0.370744
40.93, -0.154872, 0.514232, 0.369028
40.94, -0.277678, 0.515306, 0.370326
40.95, -0.402994, 0.51564, 0.371347
40.96, -0.529286, 0.515058, 0.369358
40.97, -0.655855, 0.517428, 0.371451
40.98, -0.784995, 0.517418, 0.373558
40.99, -0.911262, 0.517144, 0.374841
41, -1.04152, 0.517951, 0.375006
41.01, -1.17284, 0.516475, 0.376303
41.02, -1.30342, 0.518466, 0.3767
41.03, -1.43173, 0.521661, 0.377066
41.04, -1.55974, 0.523485, 0.378549
41.05, -1.69459, 0.525385, 0.378926
41.06, -1.83034, 0.525438, 0.382179
41.07, -1.96416, 0.525323, 0.380131
41.08, -2.09766, 0.5299, 0.378649
41.09, -2.23156, 0.533212, 0.377752
41.1, -2.36731, 0.532978, 0.377904
41.11, -2.50192, 0.531653, 0.379839
41.12, -2.63719, 0.533345, 0.381821
41.13, -2.77233, 0.532768, 0.381976
41.14, -2.91044, 0.534302, 0.383405
41.15, -3.04915, 0.534402, 0.384067
41.16, -3.1866, 0.533814, 0.383937
41.17, -3.32393, 0.536415, 0.382999
41.18, -3.46023, 0.537288, 0.383628
41.19, -3.59906, 0.535056, 0.383598
41.2, -3.73981, 0.535561, 0.385687
41.21, -3.87851, 0.538271, 0.386708
41.22, -4.01603, 0.540777, 0.387723
41.23, -4.15615, 0.541257, 0.386952
41.24, -4.29192, 0.542583, 0.387323
41.25, -4.42893, 0.543406, 0.388275
41.26, -4.5648, 0.544916, 0.387692
41.27, -4.70295, 0.546201, 0.389302
41.28, -4.84243, 0.547641, 0.391277
41.29, -4.98468, 0.549997, 0.392238
41.3, -5.12471, 0.550813, 0.393331
41.31, -5.26247, 0.549228, 0.393238
41.32, -5.40368, 0.549571, 0.392072
41.33, -5.5459, 0.550268, 0.3941
41.34, -5.68641, 0.552205, 0.395973
41.35, -5.82448, 0.552091, 0.396831
41.36, -5.96256, 0.554674, 0.39689
41.37, -6.09938, 0.556366, 0.397561
41.38, -6.23775, 0.55831, 0.398484
41.39, -6.3749, 0.558358, 0.398787
41.4, -6.51269, 0.558551, 0.397715
41.41, -6.65212, 0.559926, 0.397314
41.42, -6.78835, 0.562758, 0.398914
41.43, -6.92625, 0.563622, 0.399342
41.44, -7.06204, 0.565295, 0.400254
41.45, -7.19506, 0.566175, 0.400458
41.46, -7.32958, 0.566644, 0.3992
41.47, -7.46442, 0.567478, 0.400564
41.48, -7.60182, 0.568929, 0.400356
41.49, -7.73788, 0.570484, 0.40017
41.5, -7.87219, 0.571851, 0.401354
41.51, -8.00579, 0.571183, 0.403743
41.52, -8.13778, 0.571251, 0.405459
41.53, -8.26728, 0.57275, 0.406297
41.54, -8.39585, 0.574882, 0.406472
41.55, -8.5271, 0.575456, 0.407821
41.56, -8.65863, 0.575981, 0.406318
41.57, -8.78637, 0.576808, 0.409285
41.58, -8.91494, 0.577212, 0.406386
41.59, -9.04285, 0.575409, 0.404793
41.6, -9.17198, 0.576955, 0.406719
41.61, -9.29871, 0.578155, 0.407591
41.62, -9.42324, 0.580306, 0.406284
41.63, -9.54711, 0.582287, 0.407315
41.64, -9.66672, 0.582403, 0.405813
41.65, -9.78655, 0.58604, 0.406817
41.66, -9.90468, 0.587168, 0.409992
41.67, -10.0236, 0.590696, 0.410971
41.68, -10.1441, 0.593104, 0.412496
41.69, -10.2633, 0.59596, 0.411889
41.7, -10.3785, 0.593979, 0.410582
41.71, -10.4919, 0.592926, 0.410407
41.72, -10.6052, 0.593239, 0.410515
41.73, -10.7174, 0.595839, 0.41281
41.74, -10.8259, 0.595813, 0.415024
41.75, -10.9353, 0.595057, 0.41392
41.76, -11.0469, 0.597969, 0.412967
41.77, -11.156, 0.598105, 0.413098
41.78, -11.2612, 0.598127, 0.412146
41.79, -11.365, 0.598818, 0.413256
41.8, -11.4654, 0.601021, 0.412975
41.81, -11.5668, 0.601689, 0.412988
41.82, -11.6663, 0.603097, 0.412553
41.83, -11.7629, 0.605363, 0.413578
41.84, -11.8601, 0.607236, 0.414458
41.85, -11.9533, 0.606916, 0.414675
41.86, -12.0455, 0.607089, 0.412789
41.87, -12.1402, 0.607085, 0.413725
41.88, -12.2308, 0.608465, 0.413573
41.89, -12.3219, 0.608185, 0.413473
41.9, -12.4086, 0.608473, 0.412772
41.91, -12.4937, 0.608234, 0.413239
41.92, -12.58, 0.608371, 0.410803
41.93, -12.6621, 0.608955, 0.410471
41.94, -12.7409, 0.608919, 0.412285
41.95, -12.8192, 0.60829, 0.412585
41.96, -12.8985, 0.608593, 0.411255
41.97, -12.9732, 0.607767, 0.412727
41.98, -13.0464, 0.60905, 0.410338
41.99, -13.1176, 0.608332, 0.408358
42, -13.1855, 0.608296, 0.408798
42.01, -13.2532, 0.60786, 0.407096
42.02, -13.3194, 0.607038, 0.408941
42.03, -13.3817, 0.609522, 0.409963
42.04, -13.4446, 0.610002, 0.411706
42.05, -13.5063, 0.610427, 0.412552
42.06, -13.561, 0.60786, 0.411424
42.07, -13.6136, 0.606636, 0.412385
42.08, -13.6693, 0.608049, 0.41128
42.09, -13.7213, 0.610163, 0.410381
42.1, -13.7697, 0.609689, 0.410912
42.11, -13.8176, 0.611511, 0.41379
42.12, -13.8608, 0.6129, 0.412132
42.13, -13.9049, 0.613388, 0.411184
42.14, -13.9438, 0.613233, 0.411054
42.15, -13.9826, 0.614542, 0.409305
42.16, -14.0206, 0.616928, 0.408013
42.17, -14.0517, 0.616058, 0.409195
42.18, -14.0816, 0.617434, 0.411363
42.19, -14.1071, 0.618841, 0.413434
42.2, -14.1363, 0.619087, 0.411529
42.21, -14.1593, 0.617951, 0.410466
42.22, -14.1836, 0.61863, 0.40876
42.23, -14.2032, 0.617643, 0.408624
42.24, -14.2196, 0.619052, 0.410138
42.25, -14.2345, 0.621677, 0.410193
42.26, -14.2423, 0.622146, 0.411058
42.27, -14.2517, 0.6223, 0.408881
42.28, -14.2597, 0.623564, 0.40743
42.29, -14.2626, 0.620384, 0.408569
42.3, -14.2633, 0.620561, 0.412079
42.31, -14.2614, 0.622076, 0.411843
42.32, -14.2576, 0.619077, 0.411942
42.33, -14.2546, 0.616262, 0.410552
42.34, -14.2471, 0.61603, 0.409025
42.35, -14.2363, 0.616937, 0.407451
42.36, -14.2235, 0.616511, 0.407709
