time,Phisaved,Thetasaved,Psisaved
0, 0.0237083, 0.0219106, 0.000706547
0.01, 0.0244393, 0.0329125, -0.00111457
0.02, 0.0418226, 0.0498527, -0.00207161
0.03, 0.0481698, 0.0505013, -0.00269036
0.04, 0.0644711, 0.0609369, -0.00235865
0.05, 0.0626384, 0.0669495, -0.00143741
0.06, 0.0675307, 0.0744984, 0.00123313
0.07, 0.0693532, 0.0804938, 0.00185768
0.08, 0.0788767, 0.0795408, 0.00124427
0.09, 0.0824471, 0.0808549, 0.000138167
0.1, 0.0859342, 0.0772056, 0.0019668
0.11, 0.0877659, 0.0790428, 0.00423728
0.12, 0.0917883, 0.0840528, 0.00379151
0.13, 0.102497, 0.0847242, 0.00600542
0.14, 0.107662, 0.0858644, 0.00734679
0.15, 0.108982, 0.0866726, 0.007504
0.16, 0.109415, 0.0869385, 0.00987373
0.17, 0.113779, 0.0887896, 0.0102256
0.18, 0.115996, 0.0894577, 0.0111956
0.19, 0.116405, 0.0898179, 0.0108261
0.2, 0.121536, 0.0966833, 0.0118055
0.21, 0.119719, 0.102762, 0.0143651
0.22, 0.122869, 0.105745, 0.0143757
0.23, 0.12211, 0.103832, 0.0143986
0.24, 0.124052, 0.103226, 0.014435
0.25, 0.124396, 0.106135, 0.0147507
0.26, 0.130157, 0.108984, 0.0153315
0.27, 0.132455, 0.108981, 0.0167983
0.28, 0.135986, 0.107353, 0.0179767
0.29, 0.135207, 0.109084, 0.0188661
0.3, 0.137631, 0.109978, 0.0167994
0.31, 0.139215, 0.112118, 0.0161347
0.32, 0.13719, 0.116483, 0.0187159
0.33, 0.139183, 0.116337, 0.0184675
0.34, 0.14014, 0.116469, 0.018503
0.35, 0.139894, 0.116485, 0.019709
0.36, 0.137574, 0.119587, 0.0227833
0.37, 0.140578, 0.121944, 0.0227578
0.38, 0.136021, 0.123983, 0.0212182
0.39, 0.137082, 0.124606, 0.0221419
0.4, 0.137649, 0.128177, 0.0229643
0.41, 0.140116, 0.12717, 0.0229716
0.42, 0.1441, 0.128282, 0.0229856
0.43, 0.144477, 0.130048, 0.0233662
0.44, 0.145528, 0.134737, 0.0234864
0.45, 0.146826, 0.135967, 0.0272014
0.46, 0.14437, 0.135781, 0.0275317
0.47, 0.145776, 0.138624, 0.0272391
0.48, 0.149661, 0.136022, 0.0264999
0.49, 0.151163, 0.136451, 0.023265
0.5, 0.155809, 0.13676, 0.0233351
0.51, 0.155333, 0.136943, 0.0234083
0.52, 0.156598, 0.139793, 0.0238473
0.53, 0.157156, 0.140545, 0.023477
0.54, 0.154429, 0.140125, 0.0247331
0.55, 0.156057, 0.141821, 0.0276033
0.56, 0.155622, 0.144669, 0.029087
0.57, 0.155859, 0.147247, 0.0293792
0.58, 0.154355, 0.149309, 0.0313873
0.59, 0.151871, 0.14816, 0.0328273
0.6, 0.15231, 0.148316, 0.0323611
0.61, 0.152735, 0.149658, 0.0319109
0.62, 0.15578, 0.151369, 0.0319263
0.63, 0.156869, 0.151738, 0.0323002
0.64, 0.159111, 0.153769, 0.0345749
0.65, 0.15893, 0.154098, 0.0360087
0.66, 0.157522, 0.154403, 0.0365287
0.67, 0.158128, 0.155948, 0.0367765
0.68, 0.159517, 0.153133, 0.0357548
0.69, 0.161428, 0.15402, 0.0354838
0.7, 0.16371, 0.15783, 0.0357713
0.71, 0.164223, 0.161048, 0.0385868
0.72, 0.165277, 0.16044, 0.0382917
0.73, 0.164284, 0.163073, 0.0380115
0.74, 0.164869, 0.161599, 0.0380055
0.75, 0.165247, 0.16199, 0.0380979
0.76, 0.164135, 0.163727, 0.0387413
0.77, 0.163524, 0.167182, 0.0384807
0.78, 0.164092, 0.166974, 0.0391239
0.79, 0.167629, 0.164706, 0.0408529
0.8, 0.169831, 0.16697, 0.0425714
0.81, 0.171863, 0.167666, 0.044814
0.82, 0.171767, 0.167241, 0.045137
0.83, 0.171699, 0.168487, 0.0443751
0.84, 0.17177, 0.169717, 0.0430877
0.85, 0.173701, 0.173471, 0.0430897
0.86, 0.174676, 0.173831, 0.0442637
0.87, 0.173741, 0.172535, 0.0440675
0.88, 0.171458, 0.174655, 0.0437943
0.89, 0.171558, 0.174622, 0.0468781
0.9, 0.170195, 0.174333, 0.046853
0.91, 0.168476, 0.176776, 0.0461154
0.92, 0.167647, 0.17616, 0.0472842
0.93, 0.169482, 0.174608, 0.0470836
0.94, 0.172145, 0.173454, 0.0466209
0.95, 0.170459, 0.173411, 0.0463499
0.96, 0.17228, 0.17536, 0.0506204
0.97, 0.173382, 0.17725, 0.0523184
0.98, 0.172835, 0.180913, 0.0529205
0.99, 0.171372, 0.181904, 0.0536968
1, 0.170424, 0.183267, 0.0533799
1.01, 0.173419, 0.182547, 0.0556033
1.02, 0.173114, 0.183126, 0.056725
1.03, 0.173414, 0.183187, 0.0586549
1.04, 0.172638, 0.183161, 0.0594865
1.05, 0.17097, 0.181369, 0.0597681
1.06, 0.170493, 0.179739, 0.0589614
1.07, 0.170298, 0.17976, 0.0623438
1.08, 0.169822, 0.179034, 0.0637037
1.09, 0.168909, 0.179901, 0.0636094
1.1, 0.171721, 0.181128, 0.0652443
1.11, 0.172603, 0.181985, 0.0663203
1.12, 0.17176, 0.180403, 0.0664784
1.13, 0.171456, 0.181914, 0.0678315
1.14, 0.170626, 0.182251, 0.0697165
1.15, 0.172049, 0.180785, 0.0694063
1.16, 0.170114, 0.180881, 0.0698335
1.17, 0.168509, 0.182953, 0.0709016
1.18, 0.167676, 0.185442, 0.0700575
1.19, 0.167236, 0.185999, 0.0716705
1.2, 0.167527, 0.18657, 0.0732753
1.21, 0.167815, 0.186889, 0.0745987
1.22, 0.168873, 0.187418, 0.0750967
1.23, 0.170109, 0.187501, 0.072599
1.24, 0.171079, 0.189656, 0.0744881
1.25, 0.168064, 0.190464, 0.074092
1.26, 0.166623, 0.19032, 0.074068
1.27, 0.166686, 0.190661, 0.077317
1.28, 0.164466, 0.191945, 0.0774554
1.29, 0.163136, 0.191376, 0.0775928
1.3, 0.160943, 0.194046, 0.0789224
1.31, 0.162109, 0.194362, 0.0764251
1.32, 0.162967, 0.19269, 0.0760329
1.33, 0.160036, 0.192931, 0.0790146
1.34, 0.1576, 0.194083, 0.0776194
1.35, 0.15664, 0.19697, 0.0765129
1.36, 0.156099, 0.198239, 0.0766864
1.37, 0.157929, 0.19995, 0.0771383
1.38, 0.159657, 0.200333, 0.0787696
1.39, 0.158156, 0.198126, 0.0792921
1.4, 0.156529, 0.200079, 0.0794618
1.41, 0.15215, 0.201602, 0.0789039
1.42, 0.152493, 0.200191, 0.0769849
1.43, 0.154894, 0.202258, 0.0764521
1.44, 0.154507, 0.202932, 0.0798351
1.45, 0.155367, 0.203451, 0.0802854
1.46, 0.15529, 0.204131, 0.0801897
1.47, 0.153824, 0.204701, 0.0818265
1.48, 0.155246, 0.205817, 0.0837293
1.49, 0.159173, 0.206265, 0.0839846
1.5, 0.161607, 0.205988, 0.0831466
1.51, 0.159209, 0.207325, 0.0820495
1.52, 0.157297, 0.207685, 0.0825968
1.53, 0.158037, 0.209435, 0.0842397
1.54, 0.157514, 0.212534, 0.0838747
1.55, 0.157302, 0.213554, 0.0866031
1.56, 0.15651, 0.212461, 0.0870374
1.57, 0.156641, 0.212532, 0.0897494
1.58, 0.158066, 0.215287, 0.0927259
1.59, 0.159324, 0.215757, 0.0943154
1.6, 0.157825, 0.216356, 0.0961697
1.61, 0.1562, 0.215813, 0.094739
1.62, 0.156294, 0.217681, 0.0933282
1.63, 0.153421, 0.217459, 0.0921931
1.64, 0.155577, 0.21809, 0.0896175
1.65, 0.159539, 0.219375, 0.091519
1.66, 0.157619, 0.218388, 0.0956791
1.67, 0.153226, 0.220695, 0.0963669
1.68, 0.153531, 0.220422, 0.0946823
1.69, 0.1539, 0.222054, 0.0973834
1.7, 0.156268, 0.224899, 0.0976155
1.71, 0.155158, 0.22808, 0.0955756
1.72, 0.155399, 0.226785, 0.0966323
1.73, 0.152942, 0.226736, 0.0971444
1.74, 0.151861, 0.225981, 0.0998365
1.75, 0.151613, 0.226409, 0.100608
1.76, 0.151193, 0.228394, 0.100472
1.77, 0.152239, 0.23019, 0.0998847
1.78, 0.152871, 0.231263, 0.100664
1.79, 0.151795, 0.230505, 0.100527
1.8, 0.153606, 0.231485, 0.100125
1.81, 0.153757, 0.231557, 0.0987229
1.82, 0.151693, 0.231984, 0.100337
1.83, 0.150521, 0.232857, 0.105677
1.84, 0.151659, 0.23365, 0.105891
1.85, 0.152161, 0.233071, 0.107741
1.86, 0.154102, 0.233322, 0.108494
1.87, 0.155593, 0.23371, 0.104783
1.88, 0.155694, 0.234786, 0.104376
1.89, 0.153026, 0.237738, 0.105706
1.9, 0.154547, 0.238686, 0.105114
1.91, 0.154799, 0.238824, 0.10562
1.92, 0.154907, 0.238256, 0.107491
1.93, 0.154048, 0.23802, 0.108806
1.94, 0.15353, 0.235977, 0.108745
1.95, 0.153875, 0.236319, 0.106508
1.96, 0.154266, 0.238208, 0.107842
1.97, 0.157096, 0.239278, 0.109715
1.98, 0.158379, 0.239972, 0.110758
1.99, 0.158918, 0.240561, 0.112344
2, 0.159168, 0.240337, 0.110917
2.01, 0.160911, 0.240475, 0.111413
2.02, 0.159834, 0.241923, 0.112916
2.03, 0.159113, 0.240464, 0.110942
2.04, 0.158725, 0.241395, 0.111992
2.05, 0.159082, 0.241656, 0.11158
2.06, 0.157946, 0.243065, 0.113725
2.07, 0.15939, 0.241983, 0.114763
2.08, 0.161542, 0.241803, 0.11662
2.09, 0.160187, 0.240797, 0.116007
2.1, 0.15896, 0.2414, 0.116769
2.11, 0.160034, 0.24096, 0.117802
2.12, 0.162971, 0.24401, 0.117382
2.13, 0.16378, 0.244703, 0.120421
2.14, 0.164015, 0.24447, 0.123627
2.15, 0.165106, 0.245278, 0.126001
2.16, 0.161591, 0.248051, 0.126912
2.17, 0.162149, 0.248142, 0.127632
2.18, 0.162046, 0.246584, 0.125066
2.19, 0.162077, 0.247985, 0.126895
2.2, 0.16079, 0.248741, 0.129262
2.21, 0.161886, 0.252578, 0.128348
2.22, 0.164131, 0.251858, 0.13016
2.23, 0.164209, 0.249695, 0.130324
2.24, 0.163489, 0.246452, 0.128296
2.25, 0.163926, 0.244758, 0.126926
2.26, 0.164447, 0.248309, 0.124848
2.27, 0.162131, 0.250467, 0.126696
2.28, 0.161309, 0.252017, 0.127988
2.29, 0.158881, 0.253285, 0.130094
2.3, 0.158826, 0.254746, 0.133286
2.31, 0.15995, 0.254875, 0.135094
2.32, 0.161172, 0.255862, 0.135531
2.33, 0.159887, 0.256967, 0.135967
2.34, 0.157419, 0.256241, 0.1364
2.35, 0.155837, 0.255586, 0.135739
2.36, 0.156846, 0.254874, 0.135083
2.37, 0.158426, 0.255535, 0.134436
2.38, 0.15849, 0.255341, 0.135979
2.39, 0.156518, 0.254785, 0.136968
2.4, 0.156613, 0.25682, 0.136503
2.41, 0.158177, 0.258991, 0.138593
2.42, 0.156507, 0.260551, 0.139581
2.43, 0.156791, 0.259502, 0.1391
2.44, 0.1585, 0.258504, 0.140354
2.45, 0.157418, 0.260199, 0.141339
2.46, 0.158275, 0.259477, 0.141493
2.47, 0.159259, 0.261125, 0.142747
2.48, 0.158722, 0.262644, 0.143086
2.49, 0.159753, 0.262645, 0.142146
2.5, 0.161423, 0.264137, 0.142856
2.51, 0.16026, 0.264384, 0.143288
2.52, 0.160839, 0.264501, 0.144813
2.53, 0.161499, 0.267448, 0.144883
2.54, 0.161867, 0.269051, 0.145588
2.55, 0.162733, 0.268732, 0.147654
2.56, 0.15998, 0.269931, 0.148348
2.57, 0.156396, 0.268094, 0.147393
2.58, 0.155109, 0.269318, 0.14645
2.59, 0.15578, 0.270517, 0.147975
2.6, 0.153958, 0.271307, 0.148948
2.61, 0.155275, 0.271951, 0.151284
2.62, 0.155888, 0.269305, 0.151961
2.63, 0.157182, 0.270088, 0.151737
2.64, 0.155917, 0.271012, 0.151241
2.65, 0.155824, 0.272222, 0.148925
2.66, 0.154904, 0.272286, 0.151268
2.67, 0.153634, 0.272394, 0.151322
2.68, 0.153657, 0.275234, 0.151933
2.69, 0.15349, 0.27656, 0.153995
2.7, 0.151046, 0.27624, 0.153494
2.71, 0.150201, 0.27534, 0.150899
2.72, 0.152287, 0.275981, 0.151602
2.73, 0.154139, 0.277169, 0.151668
2.74, 0.153506, 0.276443, 0.150999
2.75, 0.152118, 0.277086, 0.152526
2.76, 0.153056, 0.278411, 0.154597
2.77, 0.154227, 0.280914, 0.15639
2.78, 0.155007, 0.280997, 0.15653
2.79, 0.153871, 0.278353, 0.154475
2.8, 0.152205, 0.277356, 0.15517
2.81, 0.151487, 0.276555, 0.152491
2.82, 0.153506, 0.277804, 0.151743
2.83, 0.154842, 0.281825, 0.153014
2.84, 0.154905, 0.280545, 0.154542
2.85, 0.155653, 0.279546, 0.156339
2.86, 0.156164, 0.280602, 0.157313
2.87, 0.156669, 0.283804, 0.156832
2.88, 0.156068, 0.286448, 0.154529
2.89, 0.157001, 0.288303, 0.151049
2.9, 0.155866, 0.287271, 0.151497
2.91, 0.154846, 0.2842, 0.152759
2.92, 0.156827, 0.283049, 0.154843
2.93, 0.154758, 0.285474, 0.15365
2.94, 0.156049, 0.286515, 0.155193
2.95, 0.155858, 0.286957, 0.156729
2.96, 0.159408, 0.287262, 0.156891
2.97, 0.162412, 0.286795, 0.157325
2.98, 0.160886, 0.287012, 0.157395
2.99, 0.160813, 0.288584, 0.158381
3, 0.160445, 0.289489, 0.160185
3.01, 0.15928, 0.28944, 0.162252
3.02, 0.157251, 0.290204, 0.163767
3.03, 0.158523, 0.28875, 0.164726
3.04, 0.158676, 0.287194, 0.16404
3.05, 0.15541, 0.286774, 0.165274
3.06, 0.155211, 0.286233, 0.163769
3.07, 0.15613, 0.288768, 0.163102
3.08, 0.155972, 0.289259, 0.163525
3.09, 0.157303, 0.292698, 0.166144
3.1, 0.158194, 0.293037, 0.169019
3.11, 0.158526, 0.294164, 0.170245
3.12, 0.158028, 0.295429, 0.166452
3.13, 0.159587, 0.297124, 0.164957
3.14, 0.158411, 0.298587, 0.164017
3.15, 0.155403, 0.299444, 0.164446
3.16, 0.156825, 0.297305, 0.165687
3.17, 0.153969, 0.296581, 0.166382
3.18, 0.153098, 0.297209, 0.167535
3.19, 0.155995, 0.296726, 0.167678
3.2, 0.158104, 0.296939, 0.16837
3.21, 0.15845, 0.297769, 0.168791
3.22, 0.157716, 0.299879, 0.168117
3.23, 0.160282, 0.30045, 0.167444
3.24, 0.162231, 0.300654, 0.167867
3.25, 0.159636, 0.301001, 0.169932
3.26, 0.158211, 0.300133, 0.169797
3.27, 0.157352, 0.299341, 0.169117
3.28, 0.160212, 0.300903, 0.168447
3.29, 0.159036, 0.300309, 0.169692
3.3, 0.159295, 0.301471, 0.1682
3.31, 0.159185, 0.303055, 0.165531
3.32, 0.160882, 0.303679, 0.166246
3.33, 0.160908, 0.303981, 0.167233
3.34, 0.160697, 0.305121, 0.170132
3.35, 0.160198, 0.307027, 0.170286
3.36, 0.157338, 0.307514, 0.17208
3.37, 0.158455, 0.307553, 0.172772
3.38, 0.158114, 0.309687, 0.172829
3.39, 0.156313, 0.312186, 0.17234
3.4, 0.15802, 0.312089, 0.172394
3.41, 0.15818, 0.311503, 0.17327
3.42, 0.157936, 0.310865, 0.172774
3.43, 0.160039, 0.311838, 0.173199
3.44, 0.158828, 0.312587, 0.17663
3.45, 0.159315, 0.314777, 0.176405
3.46, 0.157132, 0.312607, 0.177902
3.47, 0.15867, 0.31099, 0.180218
3.48, 0.158737, 0.31011, 0.182071
3.49, 0.160765, 0.310308, 0.180548
3.5, 0.161235, 0.31078, 0.179304
3.51, 0.160086, 0.312652, 0.17725
3.52, 0.159261, 0.314025, 0.177847
3.53, 0.156572, 0.315278, 0.17607
3.54, 0.156303, 0.317313, 0.17558
3.55, 0.156214, 0.317915, 0.174908
3.56, 0.156189, 0.320458, 0.174244
3.57, 0.156413, 0.318277, 0.175212
3.58, 0.157466, 0.317897, 0.177551
3.59, 0.157105, 0.320472, 0.177883
3.6, 0.155248, 0.32134, 0.177208
3.61, 0.15345, 0.321617, 0.179817
3.62, 0.152988, 0.322811, 0.180777
3.63, 0.151922, 0.325758, 0.182011
3.64, 0.15255, 0.32524, 0.18205
3.65, 0.151699, 0.324571, 0.182999
3.66, 0.153181, 0.32309, 0.181754
3.67, 0.152838, 0.325104, 0.182166
3.68, 0.152493, 0.325963, 0.18221
3.69, 0.152888, 0.327296, 0.18481
3.7, 0.151997, 0.32593, 0.185205
3.71, 0.150554, 0.325963, 0.187517
3.72, 0.148801, 0.327678, 0.188732
3.73, 0.149957, 0.327283, 0.18857
3.74, 0.148944, 0.327676, 0.187863
3.75, 0.150631, 0.329649, 0.186069
3.76, 0.151742, 0.331409, 0.187018
3.77, 0.152812, 0.327562, 0.187949
3.78, 0.152234, 0.327573, 0.188615
3.79, 0.151908, 0.330256, 0.188376
3.8, 0.152069, 0.333696, 0.189872
3.81, 0.153527, 0.332046, 0.189984
3.82, 0.154093, 0.332966, 0.192562
3.83, 0.153601, 0.333257, 0.195131
3.84, 0.152969, 0.334276, 0.193315
3.85, 0.152341, 0.334177, 0.194241
3.86, 0.151712, 0.333508, 0.193701
3.87, 0.151768, 0.333845, 0.194902
3.88, 0.152539, 0.333991, 0.193635
3.89, 0.150386, 0.335229, 0.193652
3.9, 0.150628, 0.335639, 0.194581
3.91, 0.151662, 0.336713, 0.195143
3.92, 0.151897, 0.336649, 0.195518
3.93, 0.150915, 0.335029, 0.195251
3.94, 0.150557, 0.334347, 0.194991
3.95, 0.149903, 0.336639, 0.195922
3.96, 0.149116, 0.338064, 0.195662
3.97, 0.150963, 0.337972, 0.193851
3.98, 0.151691, 0.338543, 0.192323
3.99, 0.150976, 0.337966, 0.194902
4, 0.152897, 0.339588, 0.194377
4.01, 0.151479, 0.339514, 0.194124
4.02, 0.153055, 0.339302, 0.194511
4.03, 0.152945, 0.337287, 0.19626
4.04, 0.153881, 0.339732, 0.197103
4.05, 0.155992, 0.340029, 0.196845
4.06, 0.156095, 0.339615, 0.197497
4.07, 0.155023, 0.339755, 0.196506
4.08, 0.153378, 0.340048, 0.197983
4.09, 0.151298, 0.3403, 0.198088
4.1, 0.151602, 0.341896, 0.198104
4.11, 0.152574, 0.341416, 0.196567
4.12, 0.154245, 0.340325, 0.194213
4.13, 0.154323, 0.339797, 0.196246
4.14, 0.15102, 0.340924, 0.194722
4.15, 0.150019, 0.340402, 0.194566
4.16, 0.148849, 0.342092, 0.194872
4.17, 0.149298, 0.344848, 0.195545
4.18, 0.149966, 0.344077, 0.198762
4.19, 0.151131, 0.340649, 0.201964
4.2, 0.148938, 0.341078, 0.200967
4.21, 0.148751, 0.341341, 0.198331
4.22, 0.14751, 0.34269, 0.198718
4.23, 0.148127, 0.345193, 0.199563
4.24, 0.151375, 0.345599, 0.198576
4.25, 0.152994, 0.345231, 0.197866
4.26, 0.151894, 0.344977, 0.197614
4.27, 0.152012, 0.346428, 0.19819
4.28, 0.15216, 0.346505, 0.199125
4.29, 0.151945, 0.346563, 0.201975
4.3, 0.150879, 0.346756, 0.201711
4.31, 0.15038, 0.346933, 0.20209
4.32, 0.15062, 0.347283, 0.203288
4.33, 0.148571, 0.347523, 0.20357
4.34, 0.148689, 0.346651, 0.202298
4.35, 0.148264, 0.34783, 0.201765
4.36, 0.148947, 0.349049, 0.203243
4.37, 0.150058, 0.351315, 0.202711
4.38, 0.148021, 0.355898, 0.204651
4.39, 0.147939, 0.356045, 0.206939
4.4, 0.148824, 0.354228, 0.208119
4.41, 0.149248, 0.353781, 0.207564
4.42, 0.14997, 0.354007, 0.206012
4.43, 0.149585, 0.352252, 0.206377
4.44, 0.148502, 0.352207, 0.206653
4.45, 0.145692, 0.353725, 0.207298
4.46, 0.146735, 0.354824, 0.206572
4.47, 0.151248, 0.355593, 0.206851
4.48, 0.150001, 0.355973, 0.207768
4.49, 0.14984, 0.356734, 0.209777
4.5, 0.152032, 0.353446, 0.209307
4.51, 0.153974, 0.352599, 0.210214
4.52, 0.153155, 0.353199, 0.209023
4.53, 0.155742, 0.353595, 0.208293
4.54, 0.155687, 0.356985, 0.208028
4.55, 0.156856, 0.357484, 0.20703
4.56, 0.158854, 0.357862, 0.20795
4.57, 0.158983, 0.354136, 0.208309
4.58, 0.157888, 0.353769, 0.206486
4.59, 0.157408, 0.353183, 0.20549
4.6, 0.15842, 0.354601, 0.20642
4.61, 0.156875, 0.356197, 0.207347
4.62, 0.158473, 0.357777, 0.205262
4.63, 0.160066, 0.357618, 0.20318
4.64, 0.160174, 0.358409, 0.204939
4.65, 0.159912, 0.35939, 0.206146
4.66, 0.159179, 0.359433, 0.209535
4.67, 0.158073, 0.35886, 0.210995
4.68, 0.157294, 0.358474, 0.211906
4.69, 0.159862, 0.358971, 0.210626
4.7, 0.159678, 0.360927, 0.209719
4.71, 0.1587, 0.362944, 0.210276
4.72, 0.15867, 0.366121, 0.211749
4.73, 0.158528, 0.367408, 0.212663
4.74, 0.160853, 0.365036, 0.212469
4.75, 0.161481, 0.365511, 0.212193
4.76, 0.161113, 0.36516, 0.213375
4.77, 0.159484, 0.364149, 0.215372
4.78, 0.157775, 0.364405, 0.217095
4.79, 0.158392, 0.364606, 0.21799
4.8, 0.158625, 0.363698, 0.217694
4.81, 0.157584, 0.362923, 0.219132
4.82, 0.159027, 0.364669, 0.218839
4.83, 0.158144, 0.364086, 0.219544
4.84, 0.159479, 0.361228, 0.220426
4.85, 0.156745, 0.361166, 0.222407
4.86, 0.158459, 0.362262, 0.222104
4.87, 0.16309, 0.362263, 0.221525
4.88, 0.162802, 0.36382, 0.221227
4.89, 0.161139, 0.366473, 0.22294
4.9, 0.159249, 0.365471, 0.223269
4.91, 0.161534, 0.366769, 0.223878
4.92, 0.162471, 0.368396, 0.226403
4.93, 0.163322, 0.370587, 0.230653
4.94, 0.16442, 0.369738, 0.231232
4.95, 0.164984, 0.371298, 0.231724
4.96, 0.164969, 0.371202, 0.235131
4.97, 0.166753, 0.371326, 0.237065
4.98, 0.166035, 0.370507, 0.238171
4.99, 0.166253, 0.371037, 0.236266
5, 0.169156, 0.373442, 0.23492
5.01, 0.170361, 0.375633, 0.234401
5.02, 0.17142, 0.377391, 0.232789
5.03, 0.172517, 0.376954, 0.23309
5.04, 0.172558, 0.37609, 0.232843
5.05, 0.173976, 0.375447, 0.232232
5.06, 0.172377, 0.375515, 0.233086
5.07, 0.171657, 0.376567, 0.235308
5.08, 0.1716, 0.376133, 0.235877
5.09, 0.17145, 0.375935, 0.233708
5.1, 0.174461, 0.376727, 0.231458
5.11, 0.175427, 0.377221, 0.235969
5.12, 0.175123, 0.377283, 0.237908
5.13, 0.173194, 0.377184, 0.237285
5.14, 0.171166, 0.379832, 0.239319
5.15, 0.168999, 0.380026, 0.240426
5.16, 0.17145, 0.377777, 0.239788
5.17, 0.172746, 0.378224, 0.240073
5.18, 0.172405, 0.378392, 0.241999
5.19, 0.170505, 0.379216, 0.242827
5.2, 0.169235, 0.380761, 0.240917
5.21, 0.169649, 0.377971, 0.242287
5.22, 0.168394, 0.377379, 0.244572
5.23, 0.170242, 0.378372, 0.246215
5.24, 0.170137, 0.381041, 0.246123
5.25, 0.170536, 0.381859, 0.2463
5.26, 0.168251, 0.382828, 0.247115
5.27, 0.167271, 0.383873, 0.246469
5.28, 0.167229, 0.385949, 0.245374
5.29, 0.165238, 0.387457, 0.243457
5.3, 0.167155, 0.385718, 0.242906
5.31, 0.170086, 0.386778, 0.244558
5.32, 0.170193, 0.385921, 0.245649
5.33, 0.172201, 0.386995, 0.247292
5.34, 0.172188, 0.386812, 0.245913
5.35, 0.171628, 0.387239, 0.244816
5.36, 0.171518, 0.385943, 0.244539
5.37, 0.171014, 0.385881, 0.246183
5.38, 0.167717, 0.384497, 0.246723
5.39, 0.167903, 0.381859, 0.245615
5.4, 0.170891, 0.382907, 0.246986
5.41, 0.172663, 0.383034, 0.24534
5.42, 0.174324, 0.385654, 0.243706
5.43, 0.173936, 0.389639, 0.239802
5.44, 0.171491, 0.39015, 0.243747
5.45, 0.17204, 0.389785, 0.2443
5.46, 0.172458, 0.390074, 0.2454
5.47, 0.17373, 0.390385, 0.245313
5.48, 0.173781, 0.39125, 0.242764
5.49, 0.171727, 0.387351, 0.241396
5.5, 0.17139, 0.388814, 0.239774
5.51, 0.173483, 0.389939, 0.239162
5.52, 0.172103, 0.3909, 0.240832
5.53, 0.173019, 0.389704, 0.240026
5.54, 0.174451, 0.387375, 0.238947
5.55, 0.17569, 0.387692, 0.241164
5.56, 0.176383, 0.390608, 0.242013
5.57, 0.177391, 0.390269, 0.24221
5.58, 0.17701, 0.391492, 0.243053
5.59, 0.175208, 0.392171, 0.242247
5.6, 0.171379, 0.394183, 0.243092
5.61, 0.171418, 0.393942, 0.241737
5.62, 0.171251, 0.394796, 0.240937
5.63, 0.173149, 0.393998, 0.242053
5.64, 0.173563, 0.394642, 0.241253
5.65, 0.174727, 0.395463, 0.243191
5.66, 0.177742, 0.397045, 0.245676
5.67, 0.176432, 0.397029, 0.24459
5.68, 0.173882, 0.395612, 0.246239
5.69, 0.172088, 0.393924, 0.248702
5.7, 0.1699, 0.395094, 0.248063
5.71, 0.168324, 0.395684, 0.247701
5.72, 0.168472, 0.396952, 0.24734
5.73, 0.169606, 0.397786, 0.246524
5.74, 0.169575, 0.398527, 0.245438
5.75, 0.169623, 0.398373, 0.24627
5.76, 0.169508, 0.400291, 0.248199
5.77, 0.169994, 0.401718, 0.250397
5.78, 0.17267, 0.401278, 0.252579
5.79, 0.174075, 0.401456, 0.253389
5.8, 0.174251, 0.401946, 0.254197
5.81, 0.173369, 0.40168, 0.254726
5.82, 0.174258, 0.401859, 0.254708
5.83, 0.174674, 0.402039, 0.254599
5.84, 0.174109, 0.401776, 0.254307
5.85, 0.174546, 0.401388, 0.25712
5.86, 0.172848, 0.402101, 0.258739
5.87, 0.169887, 0.401201, 0.257885
5.88, 0.17163, 0.40364, 0.257042
5.89, 0.171597, 0.40622, 0.254744
5.9, 0.171373, 0.408428, 0.256648
5.91, 0.172268, 0.406399, 0.25662
5.92, 0.171126, 0.405954, 0.256322
5.93, 0.172506, 0.405678, 0.256574
5.94, 0.173241, 0.4055, 0.259835
5.95, 0.17247, 0.405565, 0.260898
5.96, 0.169581, 0.405907, 0.260772
5.97, 0.171214, 0.406432, 0.258821
5.98, 0.169681, 0.405667, 0.258152
5.99, 0.170303, 0.405157, 0.258945
6, 0.167794, 0.406645, 0.258282
6.01, 0.164954, 0.408666, 0.25744
6.02, 0.165384, 0.409348, 0.257054
6.03, 0.166189, 0.408063, 0.256207
6.04, 0.165961, 0.407685, 0.255093
6.05, 0.166767, 0.40892, 0.254259
6.06, 0.166932, 0.410486, 0.255346
6.07, 0.166237, 0.409572, 0.256422
6.08, 0.166053, 0.410588, 0.257774
6.09, 0.164951, 0.411193, 0.256933
6.1, 0.16473, 0.412913, 0.256829
6.11, 0.164587, 0.412172, 0.258176
6.12, 0.167471, 0.41363, 0.257518
6.13, 0.167631, 0.412711, 0.256855
6.14, 0.168687, 0.411351, 0.259387
6.15, 0.168573, 0.412533, 0.260732
6.16, 0.170049, 0.411048, 0.25933
6.17, 0.169139, 0.412338, 0.25949
6.18, 0.170254, 0.412613, 0.261745
6.19, 0.17307, 0.413346, 0.26363
6.2, 0.171715, 0.413767, 0.265235
6.21, 0.170093, 0.414396, 0.266287
6.22, 0.167109, 0.417959, 0.265883
6.23, 0.167556, 0.416817, 0.266929
6.24, 0.168705, 0.416137, 0.267425
6.25, 0.171088, 0.415843, 0.26573
6.26, 0.171174, 0.415015, 0.267325
