283.5814833791434,30.57712721776618
284.7852744928647,26.14254204235227
266.0798752930082,16.18921593976794
253.4597624336232,56.37405591762171
254.888266734415,55.68629165048225
245.5063199288918,51.5285171564559
227.6696300210772,92.80024183049871
239.0646908633588,94.55775312302401
211.41913764017,73.08057611824327
188.6726819244563,108.9902069663827
183.2408236681862,116.5448148635184
169.6220636835471,122.5854256696656
161.2543008738736,116.8489696438645
144.1225403747126,138.8939818088795
110.5671880329318,133.4145830692765
157.4742802289904,147.6237149009558
100.5179398070292,145.6400131171699
89.74621738954478,164.9621218236516
107.7606360369328,155.5353305421936
81.92216119508335,146.5036612773305
91.53908508951419,180.0529331848791
49.60569813109321,188.288340662344
35.83705070713496,205.6830539692902
33.85572317869978,200.5114661793755
